EVENT_ID,TIMESTAMP,SECTOR,SOURCE_ASSET,PROCESS_NAME,FILE_ACTIVITY,CURRENT_ATTACK_STAGE,LABEL
A-02-SCN015-02-01,2026-01-14T10:06:00,Power Infrastructure,S02-APP01,cmd,12,Initial Access,Attack
A-02-SCN015-02-02,2026-01-14T10:12:00,Power Infrastructure,S02-CTRL01,wmic,15,Execution,Attack
A-02-SCN015-02-03,2026-01-14T10:18:00,Power Infrastructure,S02-AUTH01,python,93,Discovery,Attack
A-02-SCN015-02-04,2026-01-14T10:23:00,Power Infrastructure,S02-WS01,unknown,33,Lateral Movement,Attack
A-02-SCN015-02-05,2026-01-14T10:28:00,Power Infrastructure,S02-DB01,unknown,1869,Impact,Attack
A-02-SCN015-02-06,2026-01-14T10:30:00,Power Infrastructure,S02-BKP01,curl,1439,Impact,Attack
A-02-SCN015-02-07,2026-01-14T10:35:00,Power Infrastructure,S02-APP01,curl,1595,Impact,Attack
A-02-SCN015-02-08,2026-01-14T10:40:00,Power Infrastructure,S02-CTRL01,unknown,1053,Impact,Attack
A-02-SCN015-02-09,2026-01-14T10:45:00,Power Infrastructure,S02-AUTH01,unknown,1050,Impact,Attack
A-02-SCN015-03-00,2026-01-14T11:03:00,Power Infrastructure,S02-WS01,service-host,84,Reconnaissance,Attack
A-02-SCN015-03-01,2026-01-14T11:06:00,Power Infrastructure,S02-BKP01,wmic,83,Initial Access,Attack
A-02-SCN015-03-02,2026-01-14T11:10:00,Power Infrastructure,S02-CTRL01,cmd,46,Execution,Attack
A-02-SCN015-03-03,2026-01-14T11:15:00,Power Infrastructure,S02-DB01,powershell,52,Discovery,Attack
A-02-SCN015-03-04,2026-01-14T11:20:00,Power Infrastructure,S02-APP01,powershell,34,Lateral Movement,Attack
A-02-SCN015-03-05,2026-01-14T11:27:00,Power Infrastructure,S02-AUTH01,curl,1367,Impact,Attack
A-02-SCN015-03-06,2026-01-14T11:32:00,Power Infrastructure,S02-WS01,unknown,1658,Impact,Attack
A-02-SCN015-03-07,2026-01-14T11:37:00,Power Infrastructure,S02-BKP01,unknown,513,Impact,Attack
A-02-SCN015-03-08,2026-01-14T11:41:00,Power Infrastructure,S02-CTRL01,unknown,94,Impact,Attack
A-02-SCN015-03-09,2026-01-14T11:47:00,Power Infrastructure,S02-DB01,python,1124,Impact,Attack
A-02-SCN015-04-00,2026-01-14T12:00:00,Power Infrastructure,S02-APP01,python,81,Reconnaissance,Attack
A-02-SCN015-04-01,2026-01-14T12:06:00,Power Infrastructure,S02-WS01,python,18,Initial Access,Attack
A-02-SCN015-04-02,2026-01-14T12:10:00,Power Infrastructure,S02-GW01,curl,49,Execution,Attack
A-02-SCN015-04-03,2026-01-14T12:15:00,Power Infrastructure,S02-CTRL01,wmic,27,Discovery,Attack
A-02-SCN015-04-04,2026-01-14T12:20:00,Power Infrastructure,S02-BKP01,curl,28,Lateral Movement,Attack
A-02-SCN015-04-05,2026-01-14T12:25:00,Power Infrastructure,S02-AUTH01,unknown,1037,Impact,Attack
A-02-SCN015-04-06,2026-01-14T12:30:00,Power Infrastructure,S02-APP01,wmic,1161,Impact,Attack
A-02-SCN015-04-07,2026-01-14T12:35:00,Power Infrastructure,S02-WS01,service-host,1108,Impact,Attack
A-02-SCN015-04-08,2026-01-14T12:41:00,Power Infrastructure,S02-GW01,curl,1858,Impact,Attack
A-02-SCN015-04-09,2026-01-14T12:46:00,Power Infrastructure,S02-CTRL01,unknown,573,Impact,Attack
A-02-SCN016-01-00,2026-01-14T09:01:00,Power Infrastructure,S02-APP01,python,84,Reconnaissance,Attack
A-02-SCN016-01-01,2026-01-14T09:05:00,Power Infrastructure,S02-WS01,wmic,24,Initial Access,Attack
A-02-SCN016-01-02,2026-01-14T09:12:00,Power Infrastructure,S02-DB01,curl,6,Execution,Attack
A-02-SCN016-01-03,2026-01-14T09:16:00,Power Infrastructure,S02-VPN01,curl,69,Discovery,Attack
A-02-SCN016-01-04,2026-01-14T09:22:00,Power Infrastructure,S02-GW01,ssh,67,Lateral Movement,Attack
A-02-SCN016-01-05,2026-01-14T09:27:00,Power Infrastructure,S02-MGMT01,cmd,445,Impact,Attack
A-02-SCN016-01-06,2026-01-14T09:33:00,Power Infrastructure,S02-APP01,curl,183,Impact,Attack
A-02-SCN016-01-07,2026-01-14T09:37:00,Power Infrastructure,S02-WS01,unknown,1664,Impact,Attack
A-02-SCN016-01-08,2026-01-14T09:41:00,Power Infrastructure,S02-DB01,python,667,Impact,Attack
A-02-SCN016-01-09,2026-01-14T09:47:00,Power Infrastructure,S02-VPN01,powershell,995,Impact,Attack
A-02-SCN016-02-00,2026-01-14T10:02:00,Power Infrastructure,S02-WS01,curl,47,Reconnaissance,Attack
A-02-SCN016-02-01,2026-01-14T10:08:00,Power Infrastructure,S02-BKP01,unknown,0,Initial Access,Attack
A-02-SCN016-02-02,2026-01-14T10:13:00,Power Infrastructure,S02-VPN01,cmd,58,Execution,Attack
A-02-SCN016-02-03,2026-01-14T10:15:00,Power Infrastructure,S02-AUTH01,wmic,41,Discovery,Attack
A-02-SCN016-02-04,2026-01-14T10:23:00,Power Infrastructure,S02-MGMT01,wmic,92,Lateral Movement,Attack
A-02-SCN016-02-05,2026-01-14T10:28:00,Power Infrastructure,S02-APP01,python,461,Impact,Attack
A-02-SCN016-02-06,2026-01-14T10:30:00,Power Infrastructure,S02-WS01,service-host,535,Impact,Attack
A-02-SCN016-02-07,2026-01-14T10:35:00,Power Infrastructure,S02-BKP01,powershell,1911,Impact,Attack
A-02-SCN016-02-08,2026-01-14T10:41:00,Power Infrastructure,S02-VPN01,curl,1252,Impact,Attack
A-02-SCN016-02-09,2026-01-14T10:45:00,Power Infrastructure,S02-AUTH01,cmd,45,Impact,Attack
A-02-SCN016-03-00,2026-01-14T11:02:00,Power Infrastructure,S02-AUTH01,unknown,55,Reconnaissance,Attack
A-02-SCN016-03-01,2026-01-14T11:07:00,Power Infrastructure,S02-APP01,cmd,70,Initial Access,Attack
A-02-SCN016-03-02,2026-01-14T11:11:00,Power Infrastructure,S02-DB01,curl,52,Execution,Attack
A-02-SCN016-03-03,2026-01-14T11:17:00,Power Infrastructure,S02-MON01,service-host,69,Discovery,Attack
A-02-SCN016-03-04,2026-01-14T11:23:00,Power Infrastructure,S02-WS01,ssh,33,Lateral Movement,Attack
A-02-SCN016-03-05,2026-01-14T11:27:00,Power Infrastructure,S02-MGMT01,wmic,1528,Impact,Attack
A-02-SCN016-03-06,2026-01-14T11:33:00,Power Infrastructure,S02-AUTH01,cmd,595,Impact,Attack
A-02-SCN016-03-07,2026-01-14T11:37:00,Power Infrastructure,S02-APP01,python,928,Impact,Attack
A-02-SCN016-03-08,2026-01-14T11:41:00,Power Infrastructure,S02-DB01,curl,1041,Impact,Attack
A-02-SCN016-03-09,2026-01-14T11:47:00,Power Infrastructure,S02-MON01,wmic,518,Impact,Attack
A-02-SCN016-04-00,2026-01-14T12:01:00,Power Infrastructure,S02-MON01,wmic,75,Reconnaissance,Attack
A-02-SCN016-04-01,2026-01-14T12:06:00,Power Infrastructure,S02-CTRL01,cmd,36,Initial Access,Attack
A-02-SCN016-04-02,2026-01-14T12:10:00,Power Infrastructure,S02-VPN01,python,30,Execution,Attack
A-02-SCN016-04-03,2026-01-14T12:16:00,Power Infrastructure,S02-AUTH01,curl,97,Discovery,Attack
A-02-SCN016-04-04,2026-01-14T12:22:00,Power Infrastructure,S02-APP01,cmd,72,Lateral Movement,Attack
A-02-SCN016-04-05,2026-01-14T12:28:00,Power Infrastructure,S02-DB01,curl,40,Impact,Attack
A-02-SCN016-04-06,2026-01-14T12:33:00,Power Infrastructure,S02-MON01,cmd,1028,Impact,Attack
A-02-SCN016-04-07,2026-01-14T12:35:00,Power Infrastructure,S02-CTRL01,curl,19,Impact,Attack
A-02-SCN016-04-08,2026-01-14T12:43:00,Power Infrastructure,S02-VPN01,wmic,1750,Impact,Attack
A-02-SCN016-04-09,2026-01-14T12:45:00,Power Infrastructure,S02-AUTH01,unknown,464,Impact,Attack
A-02-SCN017-01-00,2026-01-14T09:01:00,Power Infrastructure,S02-MON01,wmic,87,Reconnaissance,Attack
A-02-SCN017-01-01,2026-01-14T09:06:00,Power Infrastructure,S02-VPN01,python,57,Initial Access,Attack
A-02-SCN017-01-02,2026-01-14T09:11:00,Power Infrastructure,S02-AUTH01,python,41,Execution,Attack
A-02-SCN017-01-03,2026-01-14T09:18:00,Power Infrastructure,S02-GW01,curl,7,Persistence,Attack
A-02-SCN017-01-04,2026-01-14T09:23:00,Power Infrastructure,S02-CTRL01,wmic,2,Privilege Escalation,Attack
A-02-SCN017-01-05,2026-01-14T09:27:00,Power Infrastructure,S02-WS01,curl,77,Discovery,Attack
A-02-SCN017-01-06,2026-01-14T09:32:00,Power Infrastructure,S02-MON01,service-host,41,Lateral Movement,Attack
A-02-SCN017-01-07,2026-01-14T09:35:00,Power Infrastructure,S02-VPN01,wmic,98,Command and Control,Attack
A-02-SCN017-01-08,2026-01-14T09:40:00,Power Infrastructure,S02-AUTH01,curl,72,Command and Control,Attack
A-02-SCN017-01-09,2026-01-14T09:48:00,Power Infrastructure,S02-GW01,unknown,86,Command and Control,Attack
A-02-SCN017-02-00,2026-01-14T10:03:00,Power Infrastructure,S02-AUTH01,ssh,50,Reconnaissance,Attack
A-02-SCN017-02-01,2026-01-14T10:06:00,Power Infrastructure,S02-VPN01,curl,83,Initial Access,Attack
A-02-SCN017-02-02,2026-01-14T10:11:00,Power Infrastructure,S02-APP01,unknown,33,Execution,Attack
A-02-SCN017-02-03,2026-01-14T10:15:00,Power Infrastructure,S02-CTRL01,service-host,32,Persistence,Attack
A-02-SCN017-02-04,2026-01-14T10:23:00,Power Infrastructure,S02-GW01,powershell,84,Privilege Escalation,Attack
A-02-SCN017-02-05,2026-01-14T10:25:00,Power Infrastructure,S02-MGMT01,ssh,18,Discovery,Attack
A-02-SCN017-02-06,2026-01-14T10:33:00,Power Infrastructure,S02-AUTH01,wmic,0,Lateral Movement,Attack
A-02-SCN017-02-07,2026-01-14T10:37:00,Power Infrastructure,S02-VPN01,powershell,62,Command and Control,Attack
A-02-SCN017-02-08,2026-01-14T10:40:00,Power Infrastructure,S02-APP01,service-host,74,Command and Control,Attack
A-02-SCN017-02-09,2026-01-14T10:47:00,Power Infrastructure,S02-CTRL01,unknown,93,Command and Control,Attack
A-02-SCN017-03-00,2026-01-14T11:02:00,Power Infrastructure,S02-BKP01,service-host,43,Reconnaissance,Attack
A-02-SCN017-03-01,2026-01-14T11:06:00,Power Infrastructure,S02-CTRL01,wmic,17,Initial Access,Attack
A-02-SCN017-03-02,2026-01-14T11:10:00,Power Infrastructure,S02-WS01,wmic,74,Execution,Attack
A-02-SCN017-03-03,2026-01-14T11:15:00,Power Infrastructure,S02-MGMT01,service-host,39,Persistence,Attack
A-02-SCN017-03-04,2026-01-14T11:23:00,Power Infrastructure,S02-MON01,curl,9,Privilege Escalation,Attack
A-02-SCN017-03-05,2026-01-14T11:27:00,Power Infrastructure,S02-GW01,unknown,53,Discovery,Attack
A-02-SCN017-03-06,2026-01-14T11:30:00,Power Infrastructure,S02-BKP01,cmd,79,Lateral Movement,Attack
A-02-SCN017-03-07,2026-01-14T11:35:00,Power Infrastructure,S02-CTRL01,powershell,8,Command and Control,Attack
A-02-SCN017-03-08,2026-01-14T11:41:00,Power Infrastructure,S02-WS01,wmic,75,Command and Control,Attack
A-02-SCN017-03-09,2026-01-14T11:46:00,Power Infrastructure,S02-MGMT01,curl,94,Command and Control,Attack
A-02-SCN017-04-00,2026-01-14T12:01:00,Power Infrastructure,S02-WS01,curl,78,Reconnaissance,Attack
A-02-SCN017-04-01,2026-01-14T12:05:00,Power Infrastructure,S02-BKP01,unknown,74,Initial Access,Attack
A-02-SCN017-04-02,2026-01-14T12:13:00,Power Infrastructure,S02-DB01,python,87,Execution,Attack
A-02-SCN017-04-03,2026-01-14T12:16:00,Power Infrastructure,S02-MON01,ssh,60,Persistence,Attack
A-02-SCN017-04-04,2026-01-14T12:20:00,Power Infrastructure,S02-VPN01,ssh,96,Privilege Escalation,Attack
A-02-SCN017-04-05,2026-01-14T12:27:00,Power Infrastructure,S02-CTRL01,wmic,83,Discovery,Attack
A-02-SCN017-04-06,2026-01-14T12:30:00,Power Infrastructure,S02-WS01,cmd,36,Lateral Movement,Attack
A-02-SCN017-04-07,2026-01-14T12:35:00,Power Infrastructure,S02-BKP01,powershell,40,Command and Control,Attack
A-02-SCN017-04-08,2026-01-14T12:43:00,Power Infrastructure,S02-DB01,wmic,46,Command and Control,Attack
A-02-SCN017-04-09,2026-01-14T12:47:00,Power Infrastructure,S02-MON01,wmic,39,Command and Control,Attack
A-02-SCN018-01-00,2026-01-14T09:01:00,Power Infrastructure,S02-MGMT01,python,11,Reconnaissance,Attack
A-02-SCN018-01-01,2026-01-14T09:05:00,Power Infrastructure,S02-GW01,powershell,92,Initial Access,Attack
A-02-SCN018-01-02,2026-01-14T09:10:00,Power Infrastructure,S02-CTRL01,cmd,84,Execution,Attack
A-02-SCN018-01-03,2026-01-14T09:18:00,Power Infrastructure,S02-DB01,ssh,12,Persistence,Attack
A-02-SCN018-01-04,2026-01-14T09:22:00,Power Infrastructure,S02-MON01,ssh,55,Privilege Escalation,Attack
A-02-SCN018-01-05,2026-01-14T09:25:00,Power Infrastructure,S02-VPN01,ssh,81,Discovery,Attack
A-02-SCN018-01-06,2026-01-14T09:33:00,Power Infrastructure,S02-MGMT01,curl,30,Lateral Movement,Attack
A-02-SCN018-01-07,2026-01-14T09:36:00,Power Infrastructure,S02-GW01,wmic,85,Command and Control,Attack
A-02-SCN018-01-08,2026-01-14T09:43:00,Power Infrastructure,S02-CTRL01,ssh,21,Command and Control,Attack
A-02-SCN018-01-09,2026-01-14T09:45:00,Power Infrastructure,S02-DB01,curl,36,Command and Control,Attack
A-02-SCN018-02-00,2026-01-14T10:02:00,Power Infrastructure,S02-APP01,service-host,77,Reconnaissance,Attack
A-02-SCN018-02-01,2026-01-14T10:06:00,Power Infrastructure,S02-BKP01,wmic,88,Initial Access,Attack
A-02-SCN018-02-02,2026-01-14T10:13:00,Power Infrastructure,S02-CTRL01,python,86,Execution,Attack
A-02-SCN018-02-03,2026-01-14T10:17:00,Power Infrastructure,S02-GW01,ssh,84,Persistence,Attack
A-02-SCN018-02-04,2026-01-14T10:22:00,Power Infrastructure,S02-WS01,curl,74,Privilege Escalation,Attack
A-02-SCN018-02-05,2026-01-14T10:27:00,Power Infrastructure,S02-AUTH01,wmic,60,Discovery,Attack
A-02-SCN018-02-06,2026-01-14T10:32:00,Power Infrastructure,S02-APP01,powershell,29,Lateral Movement,Attack
A-02-SCN018-02-07,2026-01-14T10:36:00,Power Infrastructure,S02-BKP01,unknown,66,Command and Control,Attack
A-02-SCN018-02-08,2026-01-14T10:41:00,Power Infrastructure,S02-CTRL01,cmd,13,Command and Control,Attack
A-02-SCN018-02-09,2026-01-14T10:46:00,Power Infrastructure,S02-GW01,ssh,57,Command and Control,Attack
A-02-SCN018-03-00,2026-01-14T11:02:00,Power Infrastructure,S02-GW01,powershell,85,Reconnaissance,Attack
A-02-SCN018-03-01,2026-01-14T11:05:00,Power Infrastructure,S02-WS01,cmd,28,Initial Access,Attack
A-02-SCN018-03-02,2026-01-14T11:13:00,Power Infrastructure,S02-VPN01,service-host,12,Execution,Attack
A-02-SCN018-03-03,2026-01-14T11:15:00,Power Infrastructure,S02-DB01,python,62,Persistence,Attack
A-02-SCN018-03-04,2026-01-14T11:23:00,Power Infrastructure,S02-APP01,powershell,61,Privilege Escalation,Attack
A-02-SCN018-03-05,2026-01-14T11:26:00,Power Infrastructure,S02-AUTH01,cmd,17,Discovery,Attack
A-02-SCN018-03-06,2026-01-14T11:30:00,Power Infrastructure,S02-GW01,wmic,29,Lateral Movement,Attack
A-02-SCN018-03-07,2026-01-14T11:37:00,Power Infrastructure,S02-WS01,python,4,Command and Control,Attack
A-02-SCN018-03-08,2026-01-14T11:42:00,Power Infrastructure,S02-VPN01,curl,76,Command and Control,Attack
A-02-SCN018-03-09,2026-01-14T11:46:00,Power Infrastructure,S02-DB01,python,45,Command and Control,Attack
A-02-SCN018-04-00,2026-01-14T12:00:00,Power Infrastructure,S02-WS01,powershell,52,Reconnaissance,Attack
A-02-SCN018-04-01,2026-01-14T12:05:00,Power Infrastructure,S02-VPN01,cmd,11,Initial Access,Attack
A-02-SCN018-04-02,2026-01-14T12:10:00,Power Infrastructure,S02-CTRL01,python,99,Execution,Attack
A-02-SCN018-04-03,2026-01-14T12:18:00,Power Infrastructure,S02-GW01,service-host,51,Persistence,Attack
A-02-SCN018-04-04,2026-01-14T12:23:00,Power Infrastructure,S02-BKP01,curl,85,Privilege Escalation,Attack
A-02-SCN018-04-05,2026-01-14T12:26:00,Power Infrastructure,S02-MGMT01,python,73,Discovery,Attack
A-02-SCN018-04-06,2026-01-14T12:30:00,Power Infrastructure,S02-WS01,ssh,71,Lateral Movement,Attack
A-02-SCN018-04-07,2026-01-14T12:35:00,Power Infrastructure,S02-VPN01,wmic,72,Command and Control,Attack
A-02-SCN018-04-08,2026-01-14T12:40:00,Power Infrastructure,S02-CTRL01,service-host,46,Command and Control,Attack
A-02-SCN018-04-09,2026-01-14T12:46:00,Power Infrastructure,S02-GW01,cmd,3,Command and Control,Attack
A-02-SCN019-01-00,2026-01-14T09:03:00,Power Infrastructure,S02-MGMT01,ssh,89,Reconnaissance,Attack
A-02-SCN019-01-01,2026-01-14T09:05:00,Power Infrastructure,S02-BKP01,ssh,45,Initial Access,Attack
A-02-SCN019-01-02,2026-01-14T09:12:00,Power Infrastructure,S02-DB01,unknown,20,Execution,Attack
A-02-SCN019-01-03,2026-01-14T09:18:00,Power Infrastructure,S02-VPN01,cmd,52,Persistence,Attack
A-02-SCN019-01-04,2026-01-14T09:23:00,Power Infrastructure,S02-CTRL01,cmd,55,Privilege Escalation,Attack
A-02-SCN019-01-05,2026-01-14T09:27:00,Power Infrastructure,S02-WS01,unknown,74,Discovery,Attack
A-02-SCN019-01-06,2026-01-14T09:32:00,Power Infrastructure,S02-MGMT01,unknown,26,Lateral Movement,Attack
A-02-SCN019-01-07,2026-01-14T09:35:00,Power Infrastructure,S02-BKP01,powershell,97,Command and Control,Attack
A-02-SCN019-01-08,2026-01-14T09:42:00,Power Infrastructure,S02-DB01,powershell,70,Command and Control,Attack
A-02-SCN019-01-09,2026-01-14T09:48:00,Power Infrastructure,S02-VPN01,service-host,19,Command and Control,Attack
A-02-SCN019-02-00,2026-01-14T10:03:00,Power Infrastructure,S02-DB01,ssh,93,Reconnaissance,Attack
A-02-SCN019-02-01,2026-01-14T10:06:00,Power Infrastructure,S02-WS01,cmd,35,Initial Access,Attack
A-02-SCN019-02-02,2026-01-14T10:12:00,Power Infrastructure,S02-CTRL01,unknown,56,Execution,Attack
A-02-SCN019-02-03,2026-01-14T10:16:00,Power Infrastructure,S02-VPN01,ssh,12,Persistence,Attack
A-02-SCN019-02-04,2026-01-14T10:22:00,Power Infrastructure,S02-MGMT01,python,7,Privilege Escalation,Attack
A-02-SCN019-02-05,2026-01-14T10:26:00,Power Infrastructure,S02-APP01,unknown,65,Discovery,Attack
A-02-SCN019-02-06,2026-01-14T10:32:00,Power Infrastructure,S02-DB01,unknown,11,Lateral Movement,Attack
A-02-SCN019-02-07,2026-01-14T10:38:00,Power Infrastructure,S02-WS01,powershell,84,Command and Control,Attack
A-02-SCN019-02-08,2026-01-14T10:42:00,Power Infrastructure,S02-CTRL01,cmd,51,Command and Control,Attack
A-02-SCN019-02-09,2026-01-14T10:45:00,Power Infrastructure,S02-VPN01,curl,6,Command and Control,Attack
A-02-SCN019-03-00,2026-01-14T11:02:00,Power Infrastructure,S02-APP01,cmd,19,Reconnaissance,Attack
A-02-SCN019-03-01,2026-01-14T11:07:00,Power Infrastructure,S02-MGMT01,powershell,33,Initial Access,Attack
A-02-SCN019-03-02,2026-01-14T11:10:00,Power Infrastructure,S02-DB01,unknown,62,Execution,Attack
A-02-SCN019-03-03,2026-01-14T11:15:00,Power Infrastructure,S02-GW01,unknown,80,Persistence,Attack
A-02-SCN019-03-04,2026-01-14T11:20:00,Power Infrastructure,S02-VPN01,curl,37,Privilege Escalation,Attack
A-02-SCN019-03-05,2026-01-14T11:26:00,Power Infrastructure,S02-BKP01,service-host,46,Discovery,Attack
A-02-SCN019-03-06,2026-01-14T11:33:00,Power Infrastructure,S02-APP01,wmic,10,Lateral Movement,Attack
A-02-SCN019-03-07,2026-01-14T11:38:00,Power Infrastructure,S02-MGMT01,powershell,61,Command and Control,Attack
A-02-SCN019-03-08,2026-01-14T11:40:00,Power Infrastructure,S02-DB01,unknown,14,Command and Control,Attack
A-02-SCN019-03-09,2026-01-14T11:47:00,Power Infrastructure,S02-GW01,cmd,75,Command and Control,Attack
A-02-SCN019-04-00,2026-01-14T12:00:00,Power Infrastructure,S02-CTRL01,cmd,51,Reconnaissance,Attack
A-02-SCN019-04-01,2026-01-14T12:06:00,Power Infrastructure,S02-WS01,service-host,19,Initial Access,Attack
A-02-SCN019-04-02,2026-01-14T12:13:00,Power Infrastructure,S02-VPN01,service-host,46,Execution,Attack
A-02-SCN019-04-03,2026-01-14T12:15:00,Power Infrastructure,S02-MGMT01,ssh,81,Persistence,Attack
A-02-SCN019-04-04,2026-01-14T12:20:00,Power Infrastructure,S02-DB01,curl,4,Privilege Escalation,Attack
A-02-SCN019-04-05,2026-01-14T12:28:00,Power Infrastructure,S02-BKP01,wmic,1,Discovery,Attack
A-02-SCN019-04-06,2026-01-14T12:31:00,Power Infrastructure,S02-CTRL01,powershell,62,Lateral Movement,Attack
A-02-SCN019-04-07,2026-01-14T12:37:00,Power Infrastructure,S02-WS01,wmic,28,Command and Control,Attack
A-02-SCN019-04-08,2026-01-14T12:41:00,Power Infrastructure,S02-VPN01,cmd,92,Command and Control,Attack
A-02-SCN019-04-09,2026-01-14T12:47:00,Power Infrastructure,S02-MGMT01,python,42,Command and Control,Attack
A-02-SCN020-01-00,2026-01-14T09:03:00,Power Infrastructure,S02-BKP01,ssh,52,Reconnaissance,Attack
A-02-SCN020-01-01,2026-01-14T09:06:00,Power Infrastructure,S02-DB01,unknown,24,Initial Access,Attack
A-02-SCN020-01-02,2026-01-14T09:13:00,Power Infrastructure,S02-VPN01,service-host,13,Execution,Attack
A-02-SCN020-01-03,2026-01-14T09:17:00,Power Infrastructure,S02-CTRL01,wmic,13,Persistence,Attack
A-02-SCN020-01-04,2026-01-14T09:23:00,Power Infrastructure,S02-APP01,curl,59,Privilege Escalation,Attack
A-02-SCN020-01-05,2026-01-14T09:25:00,Power Infrastructure,S02-MON01,cmd,24,Discovery,Attack
A-02-SCN020-01-06,2026-01-14T09:30:00,Power Infrastructure,S02-BKP01,wmic,72,Lateral Movement,Attack
A-02-SCN020-01-07,2026-01-14T09:38:00,Power Infrastructure,S02-DB01,unknown,39,Command and Control,Attack
A-02-SCN020-01-08,2026-01-14T09:41:00,Power Infrastructure,S02-VPN01,ssh,27,Command and Control,Attack
A-02-SCN020-01-09,2026-01-14T09:45:00,Power Infrastructure,S02-CTRL01,powershell,24,Command and Control,Attack
A-02-SCN020-02-00,2026-01-14T10:01:00,Power Infrastructure,S02-WS01,cmd,92,Reconnaissance,Attack
A-02-SCN020-02-01,2026-01-14T10:05:00,Power Infrastructure,S02-BKP01,cmd,30,Initial Access,Attack
A-02-SCN020-02-02,2026-01-14T10:13:00,Power Infrastructure,S02-MGMT01,python,25,Execution,Attack
A-02-SCN020-02-03,2026-01-14T10:15:00,Power Infrastructure,S02-CTRL01,cmd,32,Persistence,Attack
A-02-SCN020-02-04,2026-01-14T10:20:00,Power Infrastructure,S02-DB01,unknown,19,Privilege Escalation,Attack
A-02-SCN020-02-05,2026-01-14T10:27:00,Power Infrastructure,S02-MON01,service-host,12,Discovery,Attack
A-02-SCN020-02-06,2026-01-14T10:32:00,Power Infrastructure,S02-WS01,wmic,17,Lateral Movement,Attack
A-02-SCN020-02-07,2026-01-14T10:36:00,Power Infrastructure,S02-BKP01,ssh,71,Command and Control,Attack
A-02-SCN020-02-08,2026-01-14T10:42:00,Power Infrastructure,S02-MGMT01,python,36,Command and Control,Attack
A-02-SCN020-02-09,2026-01-14T10:48:00,Power Infrastructure,S02-CTRL01,service-host,92,Command and Control,Attack
A-02-SCN020-03-00,2026-01-14T11:02:00,Power Infrastructure,S02-DB01,unknown,63,Reconnaissance,Attack
A-02-SCN020-03-01,2026-01-14T11:06:00,Power Infrastructure,S02-GW01,service-host,85,Initial Access,Attack
A-02-SCN020-03-02,2026-01-14T11:12:00,Power Infrastructure,S02-VPN01,cmd,17,Execution,Attack
A-02-SCN020-03-03,2026-01-14T11:18:00,Power Infrastructure,S02-MON01,curl,43,Persistence,Attack
A-02-SCN020-03-04,2026-01-14T11:22:00,Power Infrastructure,S02-CTRL01,cmd,93,Privilege Escalation,Attack
A-02-SCN020-03-05,2026-01-14T11:26:00,Power Infrastructure,S02-WS01,wmic,63,Discovery,Attack
A-02-SCN020-03-06,2026-01-14T11:32:00,Power Infrastructure,S02-DB01,unknown,52,Lateral Movement,Attack
A-02-SCN020-03-07,2026-01-14T11:38:00,Power Infrastructure,S02-GW01,powershell,45,Command and Control,Attack
A-02-SCN020-03-08,2026-01-14T11:42:00,Power Infrastructure,S02-VPN01,cmd,48,Command and Control,Attack
A-02-SCN020-03-09,2026-01-14T11:47:00,Power Infrastructure,S02-MON01,cmd,78,Command and Control,Attack
A-02-SCN020-04-00,2026-01-14T12:02:00,Power Infrastructure,S02-WS01,unknown,40,Reconnaissance,Attack
A-02-SCN020-04-01,2026-01-14T12:07:00,Power Infrastructure,S02-DB01,wmic,49,Initial Access,Attack
A-02-SCN020-04-02,2026-01-14T12:11:00,Power Infrastructure,S02-MGMT01,service-host,61,Execution,Attack
A-02-SCN020-04-03,2026-01-14T12:16:00,Power Infrastructure,S02-VPN01,unknown,35,Persistence,Attack
A-02-SCN020-04-04,2026-01-14T12:22:00,Power Infrastructure,S02-CTRL01,wmic,21,Privilege Escalation,Attack
A-02-SCN020-04-05,2026-01-14T12:28:00,Power Infrastructure,S02-AUTH01,unknown,63,Discovery,Attack
A-02-SCN020-04-06,2026-01-14T12:32:00,Power Infrastructure,S02-WS01,service-host,66,Lateral Movement,Attack
A-02-SCN020-04-07,2026-01-14T12:38:00,Power Infrastructure,S02-DB01,curl,21,Command and Control,Attack
A-02-SCN020-04-08,2026-01-14T12:43:00,Power Infrastructure,S02-MGMT01,unknown,85,Command and Control,Attack
A-02-SCN020-04-09,2026-01-14T12:47:00,Power Infrastructure,S02-VPN01,unknown,100,Command and Control,Attack
N-03-00000,2026-01-16T08:19:17,Telecom,S03-APP01,svchost,16,Normal,Normal
N-03-00001,2026-01-16T01:22:28,Telecom,S03-MGMT01,nginx,8,Normal,Normal
N-03-00002,2026-01-10T18:14:27,Telecom,S03-WS01,java,12,Normal,Normal
N-03-00003,2026-01-11T15:43:24,Telecom,S03-MGMT01,svchost,16,Normal,Normal
N-03-00004,2026-01-19T08:41:48,Telecom,S03-MGMT01,java,14,Normal,Normal
N-03-00005,2026-01-08T15:50:13,Telecom,S03-DB01,svchost,12,Normal,Normal
N-03-00006,2026-01-15T01:48:03,Telecom,S03-APP01,python,19,Normal,Normal
N-03-00007,2026-01-13T20:06:29,Telecom,S03-BKP01,powershell,19,Normal,Normal
N-03-00008,2026-01-18T04:34:25,Telecom,S03-BKP01,powershell,0,Normal,Normal
N-03-00009,2026-01-20T17:19:48,Telecom,S03-APP01,python,20,Normal,Normal
N-03-00010,2026-01-11T13:25:05,Telecom,S03-APP01,python,2,Normal,Normal
