EVENT_ID,TIMESTAMP,SECTOR,DEPARTMENT,SOURCE_ASSET,DESTINATION_ASSET,SOURCE_IP,DESTINATION_IP,SOURCE_PORT,DESTINATION_PORT,PROTOCOL,BYTES_SENT,BYTES_RECEIVED,PACKETS_SENT,PACKETS_RECEIVED,FLOW_DURATION_SEC,CONNECTION_FREQUENCY,UNIQUE_DESTINATIONS,UNIQUE_PORTS,DNS_DOMAIN,DNS_FREQUENCY,DOMAIN_NOVELTY,USER_ID,AUTHENTICATION_TYPE,AUTHENTICATION_RESULT,FAILED_LOGIN_COUNT,PROCESS_NAME,FILE_ACTIVITY,ASSET_TYPE,ASSET_CRITICALITY,ASSET_ZONE,ASSET_OWNER,VULNERABILITY_SCORE,INTERNET_EXPOSURE,PREVIOUS_ATTACK_STAGE,CURRENT_ATTACK_STAGE,NEXT_ATTACK_STAGE,ATTACK_TYPE,MITRE_TECHNIQUE,LABEL,BYTES_PER_SEC,PACKETS_PER_SEC,AUTH_FAILURE_RATE,TRAFFIC_BURST_SCORE,TARGET_NOVELTY_SCORE,CRITICALITY_SCORE,BLAST_RADIUS_PROXY,DATA_SPLIT
A-02-SCN014-04-07,2026-01-14T12:37:00,Power Infrastructure,DEPT-02,S02-GW01,S02-WS01,198.51.100.141,198.51.100.1,53,8080,TCP,7752,54764,4984,3533,49.96,10,15,12,rare-domain.example,66,Yes,USR-030,SSO,Success,1,unknown,35,Internet Gateway,Medium,Internal,OWNER-02,7.4,No,Lateral Movement,Command and Control,Command and Control,Sensor Manipulation,T1071,Attack,1251.3210568454763,170.4763811048839,0.5,8.517,32,2.0,31.0,train
A-02-SCN014-04-08,2026-01-14T12:40:00,Power Infrastructure,DEPT-02,S02-WS01,S02-BKP01,198.51.100.14,198.51.100.64,80,443,TCP,39873,97338,1389,3994,75.26,55,15,6,new-service.example,76,Yes,USR-030,VPN,Success,1,ssh,37,User Workstation,Critical,Internal,OWNER-02,9.5,No,Command and Control,Command and Control,Command and Control,Sensor Manipulation,T1071,Attack,1823.1597129949507,71.52537868721764,0.5,5.383,26,4.0,29.0,train
A-02-SCN014-04-09,2026-01-14T12:45:00,Power Infrastructure,DEPT-02,S02-BKP01,S02-MGMT01,198.51.100.66,198.51.100.54,445,80,UDP,32077,96749,4307,166,57.4,8,10,15,c2.example,17,Yes,USR-037,Certificate,Success,1,service-host,83,Backup Server,Critical,Internal,OWNER-02,4.2,No,Command and Control,Command and Control,Command and Control,Sensor Manipulation,T1071,Attack,2244.3554006968643,77.92682926829268,0.5,4.473,30,4.0,33.0,train
A-02-SCN015-01-00,2026-01-14T09:02:00,Power Infrastructure,DEPT-02,S02-DB01,S02-AUTH01,198.51.100.131,198.51.100.219,8806,5432,TCP,49910,43954,4798,237,250.9,20,10,6,new-service.example,64,Yes,USR-063,SSO,Success,0,ssh,13,Database Server,Critical,Internal,OWNER-02,8.3,No,None,Reconnaissance,Initial Access,OT Denial of Service,T1071,Attack,374.10920685532085,20.067756078118773,0.0,5.035,21,4.0,24.0,train
A-02-SCN015-01-01,2026-01-14T09:05:00,Power Infrastructure,DEPT-02,S02-AUTH01,S02-GW01,198.51.100.66,198.51.100.121,443,3389,TCP,32173,90777,597,3873,37.55,37,15,24,rare-domain.example,8,Yes,USR-026,VPN,Success,0,ssh,45,Authentication Server,High,DMZ,OWNER-02,6.3,Yes,Reconnaissance,Initial Access,Execution,OT Denial of Service,T1078,Attack,3274.300932090546,119.04127829560586,0.0,4.47,44,3.0,45.0,train
A-02-SCN015-01-02,2026-01-14T09:13:00,Power Infrastructure,DEPT-02,S02-GW01,S02-WS01,10.2.22.174,10.3.23.240,8806,8080,TCP,35231,62865,2416,2288,179.7,56,8,2,unknown.example,22,Yes,USR-029,Certificate,Success,2,service-host,48,Internet Gateway,Medium,Internal,OWNER-02,7.4,No,Initial Access,Execution,Discovery,OT Denial of Service,T1059,Attack,545.887590428492,26.17696160267112,0.6666666666666666,4.704,15,2.0,14.0,train
A-02-SCN015-01-03,2026-01-14T09:15:00,Power Infrastructure,DEPT-02,S02-WS01,S02-VPN01,10.2.22.39,10.3.23.3,53,3389,TCP,31299,25391,3584,4243,178.3,69,12,6,c2.example,21,Yes,USR-069,VPN,Success,2,ssh,0,User Workstation,High,DMZ,OWNER-02,2.8,Yes,Execution,Discovery,Lateral Movement,OT Denial of Service,T1046,Attack,317.9472798653954,43.89792484576556,0.6666666666666666,7.827,23,3.0,24.0,train
A-02-SCN015-01-04,2026-01-14T09:22:00,Power Infrastructure,DEPT-02,S02-VPN01,S02-MON01,10.2.22.31,10.3.23.104,22,80,UDP,38567,79752,2701,3967,292.28,52,4,24,unknown.example,58,Yes,USR-072,VPN,Success,1,wmic,71,Remote Access Gateway,High,Internal,OWNER-02,2.8,No,Discovery,Lateral Movement,Impact,OT Denial of Service,T1021,Attack,404.81387710414674,22.81374024907623,0.5,6.668,33,3.0,34.0,train
A-02-SCN015-01-05,2026-01-14T09:25:00,Power Infrastructure,DEPT-02,S02-MON01,S02-DB01,10.2.22.104,10.3.23.122,53,445,UDP,927512,19691,2153,5314,166.09,36,7,9,unknown.example,54,Yes,USR-035,SSO,Success,1,service-host,1253,Monitoring Server,Critical,Internal,OWNER-02,7.9,No,Lateral Movement,Impact,Impact,OT Denial of Service,T1486,Attack,5702.950207718706,44.9575531338431,0.5,7.467,21,4.0,24.0,train
A-02-SCN015-01-06,2026-01-14T09:31:00,Power Infrastructure,DEPT-02,S02-DB01,S02-AUTH01,10.2.22.155,10.3.23.95,80,5432,UDP,1854836,5574,4285,5363,161.24,49,5,7,unknown.example,35,Yes,USR-038,Password,Success,1,curl,195,Database Server,Critical,Internal,OWNER-02,8.3,No,Collection,Impact,Impact,OT Denial of Service,T1486,Attack,11538.141900272885,59.836268915901755,0.5,9.648,17,4.0,20.0,train
A-02-SCN015-01-07,2026-01-14T09:35:00,Power Infrastructure,DEPT-02,S02-AUTH01,S02-GW01,10.2.22.86,10.3.23.71,8806,80,UDP,4200647,60814,312,2266,228.28,10,11,15,unknown.example,73,Yes,USR-009,VPN,Success,2,ssh,751,Authentication Server,High,DMZ,OWNER-02,6.3,Yes,Impact,Impact,Impact,OT Denial of Service,T1498,Attack,18667.693183809355,11.29314876467496,0.6666666666666666,2.578,31,3.0,32.0,train
A-02-SCN015-01-08,2026-01-14T09:43:00,Power Infrastructure,DEPT-02,S02-GW01,S02-WS01,10.2.22.158,10.3.23.100,53,8080,TCP,4120448,87043,1653,5639,75.32,48,9,8,unknown.example,74,Yes,USR-075,Password,Success,2,unknown,1894,Internet Gateway,Medium,Internal,OWNER-02,7.4,No,Impact,Impact,Impact,OT Denial of Service,T1486,Attack,55861.53744025492,96.81359532660649,0.6666666666666666,7.292,22,2.0,21.0,train
A-02-SCN015-01-09,2026-01-14T09:45:00,Power Infrastructure,DEPT-02,S02-WS01,S02-VPN01,10.2.22.111,10.3.23.161,445,80,TCP,1018597,62202,1333,862,269.36,69,12,18,unknown.example,89,Yes,USR-059,Password,Success,0,unknown,1392,User Workstation,High,DMZ,OWNER-02,2.8,Yes,Impact,Impact,Impact,OT Denial of Service,T1498,Attack,4012.4702999703,8.148945648945649,0.0,2.195,35,3.0,36.0,train
A-02-SCN015-02-00,2026-01-14T10:01:00,Power Infrastructure,DEPT-02,S02-BKP01,S02-APP01,198.51.100.196,198.51.100.18,53,22,UDP,27381,70620,2728,3611,299.02,58,9,5,new-service.example,54,Yes,USR-042,Certificate,Success,1,wmic,88,Backup Server,High,DMZ,OWNER-02,5.5,Yes,None,Reconnaissance,Initial Access,OT Denial of Service,T1068,Attack,327.7406193565648,21.19925088622835,0.5,6.339,19,3.0,20.0,train
A-02-SCN015-02-01,2026-01-14T10:06:00,Power Infrastructure,DEPT-02,S02-APP01,S02-CTRL01,198.51.100.43,198.51.100.218,8806,8080,UDP,36756,85103,1358,2125,173.28,79,3,21,unknown.example,8,Yes,USR-068,VPN,Success,0,cmd,12,Web/Application Server,Critical,OT,OWNER-02,6.7,No,Reconnaissance,Initial Access,Execution,OT Denial of Service,T1190,Attack,703.2490766389658,20.100415512465375,0.0,3.483,29,4.0,32.0,train
A-02-SCN015-02-02,2026-01-14T10:12:00,Power Infrastructure,DEPT-02,S02-CTRL01,S02-AUTH01,10.2.22.184,10.3.23.60,22,5432,UDP,24611,28215,3743,3420,61.04,72,7,13,unknown.example,68,Yes,USR-003,Certificate,Success,2,wmic,15,Sector-Specific Controller,Critical,Internal,OWNER-02,8.3,No,Initial Access,Execution,Discovery,OT Denial of Service,T1059,Attack,865.4325032765399,117.34927916120577,0.6666666666666666,7.163,25,4.0,28.0,train
A-02-SCN015-02-03,2026-01-14T10:18:00,Power Infrastructure,DEPT-02,S02-AUTH01,S02-WS01,10.2.22.193,10.3.23.80,22,22,TCP,17229,97925,2236,306,235.32,52,8,3,new-service.example,35,Yes,USR-016,Password,Success,2,python,93,Authentication Server,Medium,Internal,OWNER-02,7.4,No,Execution,Discovery,Lateral Movement,OT Denial of Service,T1087,Attack,489.35067142614315,10.802311745707973,0.6666666666666666,2.542,16,2.0,15.0,train
A-02-SCN015-02-04,2026-01-14T10:23:00,Power Infrastructure,DEPT-02,S02-WS01,S02-DB01,10.2.22.42,10.3.23.151,8805,3389,TCP,3144,23229,4612,4133,198.55,47,13,11,new-service.example,63,Yes,USR-027,VPN,Success,2,unknown,33,User Workstation,Critical,Internal,OWNER-02,7.9,No,Discovery,Lateral Movement,Impact,OT Denial of Service,T1021,Attack,132.82800302190884,44.044321329639885,0.6666666666666666,8.745,29,4.0,32.0,train
A-02-SCN015-02-05,2026-01-14T10:28:00,Power Infrastructure,DEPT-02,S02-DB01,S02-BKP01,10.2.22.209,10.3.23.107,8805,5432,UDP,1063913,36257,3658,3010,152.67,64,15,19,new-service.example,90,Yes,USR-062,Password,Success,1,unknown,1869,Database Server,Critical,Internal,OWNER-02,9.5,No,Lateral Movement,Impact,Impact,OT Denial of Service,T1486,Attack,7206.19637125827,43.675902272876144,0.5,6.668,39,4.0,42.0,train
A-02-SCN015-02-06,2026-01-14T10:30:00,Power Infrastructure,DEPT-02,S02-BKP01,S02-APP01,10.2.22.205,10.3.23.112,8806,445,TCP,1298524,73270,2662,1607,214.44,5,14,22,rare-domain.example,65,Yes,USR-038,SSO,Success,2,curl,1439,Backup Server,High,DMZ,OWNER-02,5.5,Yes,Collection,Impact,Impact,OT Denial of Service,T1486,Attack,6397.099421749674,19.907666480134303,0.6666666666666666,4.269,41,3.0,42.0,train
A-02-SCN015-02-07,2026-01-14T10:35:00,Power Infrastructure,DEPT-02,S02-APP01,S02-CTRL01,10.2.22.246,10.3.23.205,22,22,UDP,1423767,15948,1656,825,122.76,55,15,17,unknown.example,50,Yes,USR-019,Certificate,Success,2,curl,1595,Web/Application Server,Critical,OT,OWNER-02,6.7,No,Impact,Impact,Impact,OT Denial of Service,T1498,Attack,11727.88367546432,20.210166177908114,0.6666666666666666,2.481,37,4.0,40.0,train
A-02-SCN015-02-08,2026-01-14T10:40:00,Power Infrastructure,DEPT-02,S02-CTRL01,S02-AUTH01,10.2.22.28,10.3.23.114,8805,80,UDP,1406521,1315,3372,2431,53.62,63,4,20,rare-domain.example,93,Yes,USR-038,SSO,Success,3,unknown,1053,Sector-Specific Controller,Critical,Internal,OWNER-02,8.3,No,Impact,Impact,Impact,OT Denial of Service,T1498,Attack,26255.800074599032,108.22454308093995,0.75,5.803,29,4.0,32.0,train
A-02-SCN015-02-09,2026-01-14T10:45:00,Power Infrastructure,DEPT-02,S02-AUTH01,S02-WS01,10.2.22.36,10.3.23.240,80,8080,UDP,3515860,4641,1188,2858,93.67,14,8,22,new-service.example,78,Yes,USR-009,VPN,Success,3,unknown,1050,Authentication Server,Medium,Internal,OWNER-02,7.4,No,Impact,Impact,Impact,OT Denial of Service,T1498,Attack,37584.082416995836,43.19419237749546,0.75,4.046,35,2.0,34.0,train
A-02-SCN015-03-00,2026-01-14T11:03:00,Power Infrastructure,DEPT-02,S02-WS01,S02-BKP01,198.51.100.120,198.51.100.229,80,5432,TCP,19030,89498,1682,3580,186.14,55,13,5,c2.example,95,Yes,USR-045,Password,Success,0,service-host,84,User Workstation,Critical,Internal,OWNER-02,9.5,No,None,Reconnaissance,Initial Access,OT Denial of Service,T1486,Attack,583.0450198775115,28.269044804985498,0.0,5.262,23,4.0,26.0,train
A-02-SCN015-03-01,2026-01-14T11:06:00,Power Infrastructure,DEPT-02,S02-BKP01,S02-CTRL01,198.51.100.8,198.51.100.180,8806,80,TCP,4738,17803,1277,5515,16.72,60,8,16,unknown.example,56,Yes,USR-042,VPN,Success,3,wmic,83,Backup Server,Critical,OT,OWNER-02,6.7,No,Reconnaissance,Initial Access,Execution,OT Denial of Service,T1078,Attack,1348.1459330143541,406.2200956937799,0.75,6.792,29,4.0,32.0,train
A-02-SCN015-03-02,2026-01-14T11:10:00,Power Infrastructure,DEPT-02,S02-CTRL01,S02-DB01,10.2.22.42,10.3.23.162,53,5432,UDP,15855,74181,2283,1822,100.55,26,10,25,unknown.example,14,Yes,USR-060,Password,Success,2,cmd,46,Sector-Specific Controller,Critical,Internal,OWNER-02,7.9,No,Initial Access,Execution,Discovery,OT Denial of Service,T1059,Attack,895.4351069119841,40.8254599701641,0.6666666666666666,4.105,40,4.0,43.0,train
A-02-SCN015-03-03,2026-01-14T11:15:00,Power Infrastructure,DEPT-02,S02-DB01,S02-APP01,10.2.22.117,10.3.23.59,80,22,TCP,34532,49666,3643,4580,227.19,76,8,11,c2.example,47,Yes,USR-048,SSO,Success,1,powershell,52,Database Server,High,DMZ,OWNER-02,5.5,Yes,Execution,Discovery,Lateral Movement,OT Denial of Service,T1087,Attack,370.6061006206259,36.19437475240988,0.5,8.223,24,3.0,25.0,train
A-02-SCN015-03-04,2026-01-14T11:20:00,Power Infrastructure,DEPT-02,S02-APP01,S02-AUTH01,10.2.22.4,10.3.23.190,3389,5432,UDP,8308,65337,78,2993,289.21,25,11,13,rare-domain.example,76,Yes,USR-052,Certificate,Success,2,powershell,34,Web/Application Server,Critical,Internal,OWNER-02,8.3,No,Discovery,Lateral Movement,Impact,OT Denial of Service,T1021,Attack,254.64195567234884,10.618581653469798,0.6666666666666666,3.071,29,4.0,32.0,train
A-02-SCN015-03-05,2026-01-14T11:27:00,Power Infrastructure,DEPT-02,S02-AUTH01,S02-WS01,10.2.22.169,10.3.23.46,3389,3389,UDP,1701819,78310,1242,3279,74.03,60,2,3,unknown.example,87,Yes,USR-024,VPN,Success,0,curl,1367,Authentication Server,Medium,Internal,OWNER-02,7.4,No,Lateral Movement,Impact,Impact,OT Denial of Service,T1498,Attack,24046.04889909496,61.06983655274888,0.0,4.521,10,2.0,9.0,train
A-02-SCN015-03-06,2026-01-14T11:32:00,Power Infrastructure,DEPT-02,S02-WS01,S02-BKP01,10.2.22.179,10.3.23.245,3389,22,TCP,833101,62309,4277,2061,176.43,32,3,7,unknown.example,30,Yes,USR-035,VPN,Success,0,unknown,1658,User Workstation,Critical,Internal,OWNER-02,9.5,No,Collection,Impact,Impact,OT Denial of Service,T1498,Attack,5075.15728617582,35.92359576035821,0.0,6.338,15,4.0,18.0,train
A-02-SCN015-03-07,2026-01-14T11:37:00,Power Infrastructure,DEPT-02,S02-BKP01,S02-CTRL01,10.2.22.178,10.3.23.42,53,80,UDP,654800,54740,740,3259,83.24,53,3,12,new-service.example,94,Yes,USR-056,VPN,Success,0,unknown,513,Backup Server,Critical,OT,OWNER-02,6.7,No,Impact,Impact,Impact,OT Denial of Service,T1498,Attack,8524.026910139357,48.04180682364248,0.0,3.999,20,4.0,23.0,train
A-02-SCN015-03-08,2026-01-14T11:41:00,Power Infrastructure,DEPT-02,S02-CTRL01,S02-DB01,10.2.22.191,10.3.23.175,53,22,TCP,2295382,35459,4335,5670,32.53,79,13,16,rare-domain.example,83,Yes,USR-072,VPN,Success,1,unknown,94,Sector-Specific Controller,Critical,Internal,OWNER-02,7.9,No,Impact,Impact,Impact,OT Denial of Service,T1486,Attack,71652.04426683062,307.5622502305564,0.5,10.005,34,4.0,37.0,train
A-02-SCN015-03-09,2026-01-14T11:47:00,Power Infrastructure,DEPT-02,S02-DB01,S02-APP01,10.2.22.230,10.3.23.104,53,445,TCP,2633701,1186,126,4279,255.52,46,10,19,rare-domain.example,47,Yes,USR-066,Password,Success,1,python,1124,Database Server,High,DMZ,OWNER-02,5.5,Yes,Impact,Impact,Impact,OT Denial of Service,T1486,Attack,10311.862085159673,17.239355040701316,0.5,4.405,34,3.0,35.0,train
A-02-SCN015-04-00,2026-01-14T12:00:00,Power Infrastructure,DEPT-02,S02-APP01,S02-WS01,198.51.100.185,198.51.100.229,22,443,UDP,2684,93187,1823,2805,287.16,71,13,23,unknown.example,80,Yes,USR-076,Password,Success,2,python,81,Web/Application Server,Medium,Internal,OWNER-02,7.4,No,None,Reconnaissance,Initial Access,OT Denial of Service,T1041,Attack,333.8591725867112,16.116450759158656,0.6666666666666666,4.628,41,2.0,40.0,train
A-02-SCN015-04-01,2026-01-14T12:06:00,Power Infrastructure,DEPT-02,S02-WS01,S02-GW01,198.51.100.106,198.51.100.180,8805,3389,UDP,15960,54890,190,1133,288.24,14,4,11,unknown.example,62,Yes,USR-055,VPN,Success,0,python,18,User Workstation,High,DMZ,OWNER-02,6.3,Yes,Reconnaissance,Initial Access,Execution,OT Denial of Service,T1190,Attack,245.80210935331667,4.58992506244796,0.0,1.323,20,3.0,21.0,train
A-02-SCN015-04-02,2026-01-14T12:10:00,Power Infrastructure,DEPT-02,S02-GW01,S02-CTRL01,10.2.22.103,10.3.23.200,80,22,UDP,46745,35158,4181,4597,235.05,38,11,24,c2.example,81,Yes,USR-010,SSO,Success,1,curl,49,Internet Gateway,Critical,OT,OWNER-02,6.7,No,Initial Access,Execution,Discovery,OT Denial of Service,T1059,Attack,348.44926611359284,37.34524569240587,0.5,8.778,40,4.0,43.0,train
A-02-SCN015-04-03,2026-01-14T12:15:00,Power Infrastructure,DEPT-02,S02-CTRL01,S02-BKP01,10.2.22.22,10.3.23.187,445,5432,UDP,531,48523,3428,5636,106.25,20,14,15,unknown.example,50,Yes,USR-063,Password,Success,1,wmic,27,Sector-Specific Controller,Critical,Internal,OWNER-02,9.5,No,Execution,Discovery,Lateral Movement,OT Denial of Service,T1046,Attack,461.68470588235294,85.30823529411765,0.5,9.064,34,4.0,37.0,train
A-02-SCN015-04-04,2026-01-14T12:20:00,Power Infrastructure,DEPT-02,S02-BKP01,S02-AUTH01,10.2.22.79,10.3.23.62,8805,443,TCP,38163,52258,2227,2891,11.94,54,4,25,c2.example,29,Yes,USR-017,SSO,Success,2,curl,28,Backup Server,Critical,Internal,OWNER-02,8.3,No,Discovery,Lateral Movement,Impact,OT Denial of Service,T1021,Attack,7572.948073701843,428.64321608040206,0.6666666666666666,5.118,34,4.0,37.0,train
A-02-SCN015-04-05,2026-01-14T12:25:00,Power Infrastructure,DEPT-02,S02-AUTH01,S02-APP01,10.2.22.67,10.3.23.26,80,445,TCP,2375123,28617,4667,2992,244.44,51,9,10,c2.example,74,Yes,USR-051,Password,Success,3,unknown,1037,Authentication Server,High,DMZ,OWNER-02,5.5,Yes,Lateral Movement,Impact,Impact,OT Denial of Service,T1498,Attack,9833.660612011128,31.33284241531664,0.75,7.659,24,3.0,25.0,train
A-02-SCN015-04-06,2026-01-14T12:30:00,Power Infrastructure,DEPT-02,S02-APP01,S02-WS01,10.2.22.228,10.3.23.248,22,3389,TCP,1778372,48464,2232,5199,244.69,40,15,6,unknown.example,70,Yes,USR-068,VPN,Success,2,wmic,1161,Web/Application Server,Medium,Internal,OWNER-02,7.4,No,Collection,Impact,Impact,OT Denial of Service,T1498,Attack,7465.920143855491,30.369038375086845,0.6666666666666666,7.431,26,2.0,25.0,train
A-02-SCN015-04-07,2026-01-14T12:35:00,Power Infrastructure,DEPT-02,S02-WS01,S02-GW01,10.2.22.99,10.3.23.158,443,80,UDP,3735376,87171,4908,3407,243.09,63,8,24,new-service.example,22,Yes,USR-031,Certificate,Success,1,service-host,1108,User Workstation,High,DMZ,OWNER-02,6.3,Yes,Impact,Impact,Impact,OT Denial of Service,T1498,Attack,15724.822082356328,34.20543831502736,0.5,8.315,37,3.0,38.0,train
A-02-SCN015-04-08,2026-01-14T12:41:00,Power Infrastructure,DEPT-02,S02-GW01,S02-CTRL01,10.2.22.233,10.3.23.67,53,3389,TCP,4042737,80450,4985,5774,225.8,49,7,22,unknown.example,76,Yes,USR-005,SSO,Success,0,curl,1858,Internet Gateway,Critical,OT,OWNER-02,6.7,No,Impact,Impact,Impact,OT Denial of Service,T1486,Attack,18260.34986713906,47.64836138175376,0.0,10.759,34,4.0,37.0,train
A-02-SCN015-04-09,2026-01-14T12:46:00,Power Infrastructure,DEPT-02,S02-CTRL01,S02-BKP01,10.2.22.175,10.3.23.8,8805,80,UDP,3911366,47660,155,1103,224.7,78,6,10,unknown.example,33,Yes,USR-047,SSO,Success,0,unknown,573,Sector-Specific Controller,Critical,Internal,OWNER-02,9.5,No,Impact,Impact,Impact,OT Denial of Service,T1486,Attack,17619.163328882954,5.598575878949711,0.0,1.258,21,4.0,24.0,train
A-02-SCN016-01-00,2026-01-14T09:01:00,Power Infrastructure,DEPT-02,S02-APP01,S02-WS01,198.51.100.136,198.51.100.111,8805,445,TCP,16119,55746,3467,5250,145.96,37,9,17,new-service.example,11,Yes,USR-013,Password,Success,1,python,84,Web/Application Server,Medium,Internal,OWNER-02,7.4,No,None,Reconnaissance,Initial Access,Ransomware,T1498,Attack,492.3609208002192,59.721841600438474,0.5,8.717,31,2.0,30.0,train
A-02-SCN016-01-01,2026-01-14T09:05:00,Power Infrastructure,DEPT-02,S02-WS01,S02-DB01,198.51.100.64,198.51.100.190,8806,8080,TCP,600,51779,156,705,192.76,62,9,24,unknown.example,84,Yes,USR-045,SSO,Success,2,wmic,24,User Workstation,Critical,Internal,OWNER-02,7.9,No,Reconnaissance,Initial Access,Execution,Ransomware,T1078,Attack,271.73168707200665,4.4666943349242585,0.6666666666666666,0.861,38,4.0,41.0,train
A-02-SCN016-01-02,2026-01-14T09:12:00,Power Infrastructure,DEPT-02,S02-DB01,S02-VPN01,10.2.22.153,10.3.23.59,80,80,UDP,9232,16896,2959,4044,143.12,28,9,16,c2.example,51,Yes,USR-058,VPN,Success,1,curl,6,Database Server,High,DMZ,OWNER-02,2.8,Yes,Initial Access,Execution,Discovery,Ransomware,T1059,Attack,182.56008943543878,48.93096702068194,0.5,7.003,30,3.0,31.0,train
A-02-SCN016-01-03,2026-01-14T09:16:00,Power Infrastructure,DEPT-02,S02-VPN01,S02-GW01,10.2.22.25,10.3.23.27,445,3389,UDP,43646,56719,295,1871,213.32,29,10,9,unknown.example,96,Yes,USR-069,Certificate,Success,0,curl,69,Remote Access Gateway,High,DMZ,OWNER-02,6.3,Yes,Execution,Discovery,Lateral Movement,Ransomware,T1046,Attack,470.49034314644666,10.153759609975625,0.0,2.166,24,3.0,25.0,train
A-02-SCN016-01-04,2026-01-14T09:22:00,Power Infrastructure,DEPT-02,S02-GW01,S02-MGMT01,10.2.22.86,10.3.23.232,443,443,UDP,1536,58698,3899,468,264.15,78,13,25,new-service.example,92,Yes,USR-076,SSO,Success,1,ssh,67,Internet Gateway,Critical,Internal,OWNER-02,4.2,No,Discovery,Lateral Movement,Impact,Ransomware,T1021,Attack,228.02952867688816,16.532273329547607,0.5,4.367,43,4.0,46.0,train
A-02-SCN016-01-05,2026-01-14T09:27:00,Power Infrastructure,DEPT-02,S02-MGMT01,S02-APP01,10.2.22.81,10.3.23.106,53,8080,UDP,557770,93513,3894,4860,285.08,57,13,16,unknown.example,72,Yes,USR-009,Certificate,Success,1,cmd,445,Management Server,High,DMZ,OWNER-02,5.5,Yes,Lateral Movement,Impact,Impact,Ransomware,T1498,Attack,2284.5622281464853,30.707169917216223,0.5,8.754,34,3.0,35.0,train
A-02-SCN016-01-06,2026-01-14T09:33:00,Power Infrastructure,DEPT-02,S02-APP01,S02-WS01,10.2.22.201,10.3.23.165,3389,8080,TCP,4916665,92409,539,950,213.73,47,13,16,new-service.example,34,Yes,USR-043,Password,Success,0,curl,183,Web/Application Server,Medium,Internal,OWNER-02,7.4,No,Collection,Impact,Impact,Ransomware,T1498,Attack,23436.457212370748,6.9667337294717635,0.0,1.489,34,2.0,33.0,train
A-02-SCN016-01-07,2026-01-14T09:37:00,Power Infrastructure,DEPT-02,S02-WS01,S02-DB01,10.2.22.37,10.3.23.104,443,3389,UDP,4246734,46378,2402,4619,283.1,68,12,16,rare-domain.example,95,Yes,USR-062,SSO,Success,3,unknown,1664,User Workstation,Critical,Internal,OWNER-02,7.9,No,Impact,Impact,Impact,Ransomware,T1498,Attack,15164.648534086893,24.800423878488164,0.75,7.021,33,4.0,36.0,train
A-02-SCN016-01-08,2026-01-14T09:41:00,Power Infrastructure,DEPT-02,S02-DB01,S02-VPN01,10.2.22.203,10.3.23.9,53,5432,UDP,4714914,23418,4143,3350,200.37,12,8,7,c2.example,15,Yes,USR-042,Certificate,Success,0,python,667,Database Server,High,DMZ,OWNER-02,2.8,Yes,Impact,Impact,Impact,Ransomware,T1486,Attack,23647.911363976644,37.395817737186206,0.0,7.493,20,3.0,21.0,train
A-02-SCN016-01-09,2026-01-14T09:47:00,Power Infrastructure,DEPT-02,S02-VPN01,S02-GW01,10.2.22.115,10.3.23.27,22,5432,TCP,4987966,305,2182,5180,282.03,70,13,17,new-service.example,39,Yes,USR-021,SSO,Success,0,powershell,995,Remote Access Gateway,High,DMZ,OWNER-02,6.3,Yes,Impact,Impact,Impact,Ransomware,T1498,Attack,17687.022657164132,26.103605999361772,0.0,7.362,35,3.0,36.0,train
A-02-SCN016-02-00,2026-01-14T10:02:00,Power Infrastructure,DEPT-02,S02-WS01,S02-BKP01,198.51.100.117,198.51.100.32,8806,80,UDP,3440,8481,1484,5355,65.22,37,5,9,c2.example,34,Yes,USR-056,Certificate,Success,1,curl,47,User Workstation,Critical,Internal,OWNER-02,9.5,No,None,Reconnaissance,Initial Access,Ransomware,T1078,Attack,182.78135541245018,104.86047224777676,0.5,6.839,19,4.0,22.0,train
A-02-SCN016-02-01,2026-01-14T10:08:00,Power Infrastructure,DEPT-02,S02-BKP01,S02-VPN01,198.51.100.65,198.51.100.232,80,445,UDP,33117,69834,3959,2653,14.52,13,2,11,unknown.example,81,Yes,USR-012,VPN,Success,3,unknown,0,Backup Server,High,DMZ,OWNER-02,2.8,Yes,Reconnaissance,Initial Access,Execution,Ransomware,T1190,Attack,7090.289256198347,455.3719008264463,0.75,6.612,18,3.0,19.0,train
A-02-SCN016-02-02,2026-01-14T10:13:00,Power Infrastructure,DEPT-02,S02-VPN01,S02-AUTH01,10.2.22.246,10.3.23.203,8805,22,TCP,5416,63194,2174,3240,117.97,57,11,17,c2.example,65,Yes,USR-020,Password,Success,3,cmd,58,Remote Access Gateway,Critical,Internal,OWNER-02,8.3,No,Initial Access,Execution,Discovery,Ransomware,T1059,Attack,581.5885394591845,45.89302365008053,0.75,5.414,33,4.0,36.0,train
A-02-SCN016-02-03,2026-01-14T10:15:00,Power Infrastructure,DEPT-02,S02-AUTH01,S02-MGMT01,10.2.22.101,10.3.23.110,443,8080,TCP,19494,28676,1268,2862,227.17,54,15,20,c2.example,96,Yes,USR-019,VPN,Success,1,wmic,41,Authentication Server,Critical,Internal,OWNER-02,4.2,No,Execution,Discovery,Lateral Movement,Ransomware,T1087,Attack,212.04384381740547,18.18021745829115,0.5,4.13,40,4.0,43.0,train
