EVENT_ID,SECTOR,ATTACK_TYPE,CURRENT_ATTACK_STAGE,MITRE_TECHNIQUE,LABEL
A-03-SCN029-01-07,Telecom,API Abuse,Command and Control,T1071,Attack
A-03-SCN029-01-08,Telecom,API Abuse,Command and Control,T1071,Attack
A-03-SCN029-01-09,Telecom,API Abuse,Command and Control,T1071,Attack
A-03-SCN029-02-00,Telecom,API Abuse,Reconnaissance,T1486,Attack
A-03-SCN029-02-01,Telecom,API Abuse,Initial Access,T1190,Attack
A-03-SCN029-02-02,Telecom,API Abuse,Execution,T1059,Attack
A-03-SCN029-02-03,Telecom,API Abuse,Persistence,T1053,Attack
A-03-SCN029-02-04,Telecom,API Abuse,Privilege Escalation,T1068,Attack
A-03-SCN029-02-05,Telecom,API Abuse,Discovery,T1046,Attack
A-03-SCN029-02-06,Telecom,API Abuse,Lateral Movement,T1021,Attack
A-03-SCN029-02-07,Telecom,API Abuse,Command and Control,T1071,Attack
A-03-SCN029-02-08,Telecom,API Abuse,Command and Control,T1071,Attack
A-03-SCN029-02-09,Telecom,API Abuse,Command and Control,T1071,Attack
A-03-SCN029-03-00,Telecom,API Abuse,Reconnaissance,T1190,Attack
A-03-SCN029-03-01,Telecom,API Abuse,Initial Access,T1078,Attack
A-03-SCN029-03-02,Telecom,API Abuse,Execution,T1059,Attack
A-03-SCN029-03-03,Telecom,API Abuse,Persistence,T1053,Attack
A-03-SCN029-03-04,Telecom,API Abuse,Privilege Escalation,T1068,Attack
A-03-SCN029-03-05,Telecom,API Abuse,Discovery,T1087,Attack
A-03-SCN029-03-06,Telecom,API Abuse,Lateral Movement,T1021,Attack
A-03-SCN029-03-07,Telecom,API Abuse,Command and Control,T1071,Attack
A-03-SCN029-03-08,Telecom,API Abuse,Command and Control,T1071,Attack
A-03-SCN029-03-09,Telecom,API Abuse,Command and Control,T1071,Attack
A-03-SCN029-04-00,Telecom,API Abuse,Reconnaissance,T1053,Attack
A-03-SCN029-04-01,Telecom,API Abuse,Initial Access,T1190,Attack
A-03-SCN029-04-02,Telecom,API Abuse,Execution,T1059,Attack
A-03-SCN029-04-03,Telecom,API Abuse,Persistence,T1053,Attack
A-03-SCN029-04-04,Telecom,API Abuse,Privilege Escalation,T1068,Attack
A-03-SCN029-04-05,Telecom,API Abuse,Discovery,T1087,Attack
A-03-SCN029-04-06,Telecom,API Abuse,Lateral Movement,T1021,Attack
A-03-SCN029-04-07,Telecom,API Abuse,Command and Control,T1071,Attack
A-03-SCN029-04-08,Telecom,API Abuse,Command and Control,T1071,Attack
A-03-SCN029-04-09,Telecom,API Abuse,Command and Control,T1071,Attack
A-03-SCN030-01-00,Telecom,Command and Control,Reconnaissance,T1005,Attack
A-03-SCN030-01-01,Telecom,Command and Control,Initial Access,T1078,Attack
A-03-SCN030-01-02,Telecom,Command and Control,Execution,T1059,Attack
A-03-SCN030-01-03,Telecom,Command and Control,Persistence,T1053,Attack
A-03-SCN030-01-04,Telecom,Command and Control,Privilege Escalation,T1068,Attack
A-03-SCN030-01-05,Telecom,Command and Control,Discovery,T1046,Attack
A-03-SCN030-01-06,Telecom,Command and Control,Lateral Movement,T1021,Attack
A-03-SCN030-01-07,Telecom,Command and Control,Command and Control,T1071,Attack
A-03-SCN030-01-08,Telecom,Command and Control,Command and Control,T1071,Attack
A-03-SCN030-01-09,Telecom,Command and Control,Command and Control,T1071,Attack
A-03-SCN030-02-00,Telecom,Command and Control,Reconnaissance,T1078,Attack
A-03-SCN030-02-01,Telecom,Command and Control,Initial Access,T1190,Attack
A-03-SCN030-02-02,Telecom,Command and Control,Execution,T1059,Attack
A-03-SCN030-02-03,Telecom,Command and Control,Persistence,T1053,Attack
A-03-SCN030-02-04,Telecom,Command and Control,Privilege Escalation,T1068,Attack
A-03-SCN030-02-05,Telecom,Command and Control,Discovery,T1046,Attack
A-03-SCN030-02-06,Telecom,Command and Control,Lateral Movement,T1021,Attack
A-03-SCN030-02-07,Telecom,Command and Control,Command and Control,T1071,Attack
A-03-SCN030-02-08,Telecom,Command and Control,Command and Control,T1071,Attack
A-03-SCN030-02-09,Telecom,Command and Control,Command and Control,T1071,Attack
A-03-SCN030-03-00,Telecom,Command and Control,Reconnaissance,T1005,Attack
A-03-SCN030-03-01,Telecom,Command and Control,Initial Access,T1078,Attack
A-03-SCN030-03-02,Telecom,Command and Control,Execution,T1059,Attack
A-03-SCN030-03-03,Telecom,Command and Control,Persistence,T1053,Attack
A-03-SCN030-03-04,Telecom,Command and Control,Privilege Escalation,T1068,Attack
A-03-SCN030-03-05,Telecom,Command and Control,Discovery,T1087,Attack
A-03-SCN030-03-06,Telecom,Command and Control,Lateral Movement,T1021,Attack
A-03-SCN030-03-07,Telecom,Command and Control,Command and Control,T1071,Attack
A-03-SCN030-03-08,Telecom,Command and Control,Command and Control,T1071,Attack
A-03-SCN030-03-09,Telecom,Command and Control,Command and Control,T1071,Attack
A-03-SCN030-04-00,Telecom,Command and Control,Reconnaissance,T1068,Attack
A-03-SCN030-04-01,Telecom,Command and Control,Initial Access,T1078,Attack
A-03-SCN030-04-02,Telecom,Command and Control,Execution,T1059,Attack
A-03-SCN030-04-03,Telecom,Command and Control,Persistence,T1053,Attack
A-03-SCN030-04-04,Telecom,Command and Control,Privilege Escalation,T1068,Attack
A-03-SCN030-04-05,Telecom,Command and Control,Discovery,T1087,Attack
A-03-SCN030-04-06,Telecom,Command and Control,Lateral Movement,T1021,Attack
A-03-SCN030-04-07,Telecom,Command and Control,Command and Control,T1071,Attack
A-03-SCN030-04-08,Telecom,Command and Control,Command and Control,T1071,Attack
A-03-SCN030-04-09,Telecom,Command and Control,Command and Control,T1071,Attack
N-04-00000,Railways,Normal,Normal,None,Normal
N-04-00001,Railways,Normal,Normal,None,Normal
N-04-00002,Railways,Normal,Normal,None,Normal
N-04-00003,Railways,Normal,Normal,None,Normal
N-04-00004,Railways,Normal,Normal,None,Normal
N-04-00005,Railways,Normal,Normal,None,Normal
N-04-00006,Railways,Normal,Normal,None,Normal
N-04-00007,Railways,Normal,Normal,None,Normal
N-04-00008,Railways,Normal,Normal,None,Normal
N-04-00009,Railways,Normal,Normal,None,Normal
N-04-00010,Railways,Normal,Normal,None,Normal
N-04-00011,Railways,Normal,Normal,None,Normal
N-04-00012,Railways,Normal,Normal,None,Normal
N-04-00013,Railways,Normal,Normal,None,Normal
N-04-00014,Railways,Normal,Normal,None,Normal
N-04-00015,Railways,Normal,Normal,None,Normal
N-04-00016,Railways,Normal,Normal,None,Normal
N-04-00017,Railways,Normal,Normal,None,Normal
N-04-00018,Railways,Normal,Normal,None,Normal
N-04-00019,Railways,Normal,Normal,None,Normal
N-04-00020,Railways,Normal,Normal,None,Normal
N-04-00021,Railways,Normal,Normal,None,Normal
N-04-00022,Railways,Normal,Normal,None,Normal
N-04-00023,Railways,Normal,Normal,None,Normal
N-04-00024,Railways,Normal,Normal,None,Normal
N-04-00025,Railways,Normal,Normal,None,Normal
N-04-00026,Railways,Normal,Normal,None,Normal
N-04-00027,Railways,Normal,Normal,None,Normal
N-04-00028,Railways,Normal,Normal,None,Normal
N-04-00029,Railways,Normal,Normal,None,Normal
N-04-00030,Railways,Normal,Normal,None,Normal
N-04-00031,Railways,Normal,Normal,None,Normal
N-04-00032,Railways,Normal,Normal,None,Normal
N-04-00033,Railways,Normal,Normal,None,Normal
N-04-00034,Railways,Normal,Normal,None,Normal
N-04-00035,Railways,Normal,Normal,None,Normal
N-04-00036,Railways,Normal,Normal,None,Normal
N-04-00037,Railways,Normal,Normal,None,Normal
N-04-00038,Railways,Normal,Normal,None,Normal
N-04-00039,Railways,Normal,Normal,None,Normal
N-04-00040,Railways,Normal,Normal,None,Normal
N-04-00041,Railways,Normal,Normal,None,Normal
N-04-00042,Railways,Normal,Normal,None,Normal
N-04-00043,Railways,Normal,Normal,None,Normal
N-04-00044,Railways,Normal,Normal,None,Normal
N-04-00045,Railways,Normal,Normal,None,Normal
N-04-00046,Railways,Normal,Normal,None,Normal
N-04-00047,Railways,Normal,Normal,None,Normal
N-04-00048,Railways,Normal,Normal,None,Normal
N-04-00049,Railways,Normal,Normal,None,Normal
N-04-00050,Railways,Normal,Normal,None,Normal
N-04-00051,Railways,Normal,Normal,None,Normal
N-04-00052,Railways,Normal,Normal,None,Normal
N-04-00053,Railways,Normal,Normal,None,Normal
N-04-00054,Railways,Normal,Normal,None,Normal
N-04-00055,Railways,Normal,Normal,None,Normal
N-04-00056,Railways,Normal,Normal,None,Normal
N-04-00057,Railways,Normal,Normal,None,Normal
N-04-00058,Railways,Normal,Normal,None,Normal
N-04-00059,Railways,Normal,Normal,None,Normal
N-04-00060,Railways,Normal,Normal,None,Normal
N-04-00061,Railways,Normal,Normal,None,Normal
N-04-00062,Railways,Normal,Normal,None,Normal
N-04-00063,Railways,Normal,Normal,None,Normal
N-04-00064,Railways,Normal,Normal,None,Normal
N-04-00065,Railways,Normal,Normal,None,Normal
N-04-00066,Railways,Normal,Normal,None,Normal
N-04-00067,Railways,Normal,Normal,None,Normal
N-04-00068,Railways,Normal,Normal,None,Normal
N-04-00069,Railways,Normal,Normal,None,Normal
N-04-00070,Railways,Normal,Normal,None,Normal
N-04-00071,Railways,Normal,Normal,None,Normal
N-04-00072,Railways,Normal,Normal,None,Normal
N-04-00073,Railways,Normal,Normal,None,Normal
N-04-00074,Railways,Normal,Normal,None,Normal
N-04-00075,Railways,Normal,Normal,None,Normal
N-04-00076,Railways,Normal,Normal,None,Normal
N-04-00077,Railways,Normal,Normal,None,Normal
N-04-00078,Railways,Normal,Normal,None,Normal
N-04-00079,Railways,Normal,Normal,None,Normal
N-04-00080,Railways,Normal,Normal,None,Normal
N-04-00081,Railways,Normal,Normal,None,Normal
N-04-00082,Railways,Normal,Normal,None,Normal
N-04-00083,Railways,Normal,Normal,None,Normal
N-04-00084,Railways,Normal,Normal,None,Normal
N-04-00085,Railways,Normal,Normal,None,Normal
N-04-00086,Railways,Normal,Normal,None,Normal
N-04-00087,Railways,Normal,Normal,None,Normal
N-04-00088,Railways,Normal,Normal,None,Normal
N-04-00089,Railways,Normal,Normal,None,Normal
N-04-00090,Railways,Normal,Normal,None,Normal
N-04-00091,Railways,Normal,Normal,None,Normal
N-04-00092,Railways,Normal,Normal,None,Normal
N-04-00093,Railways,Normal,Normal,None,Normal
N-04-00094,Railways,Normal,Normal,None,Normal
N-04-00095,Railways,Normal,Normal,None,Normal
N-04-00096,Railways,Normal,Normal,None,Normal
N-04-00097,Railways,Normal,Normal,None,Normal
N-04-00098,Railways,Normal,Normal,None,Normal
N-04-00099,Railways,Normal,Normal,None,Normal
N-04-00100,Railways,Normal,Normal,None,Normal
N-04-00101,Railways,Normal,Normal,None,Normal
N-04-00102,Railways,Normal,Normal,None,Normal
N-04-00103,Railways,Normal,Normal,None,Normal
N-04-00104,Railways,Normal,Normal,None,Normal
N-04-00105,Railways,Normal,Normal,None,Normal
N-04-00106,Railways,Normal,Normal,None,Normal
N-04-00107,Railways,Normal,Normal,None,Normal
N-04-00108,Railways,Normal,Normal,None,Normal
N-04-00109,Railways,Normal,Normal,None,Normal
N-04-00110,Railways,Normal,Normal,None,Normal
N-04-00111,Railways,Normal,Normal,None,Normal
N-04-00112,Railways,Normal,Normal,None,Normal
N-04-00113,Railways,Normal,Normal,None,Normal
N-04-00114,Railways,Normal,Normal,None,Normal
N-04-00115,Railways,Normal,Normal,None,Normal
N-04-00116,Railways,Normal,Normal,None,Normal
N-04-00117,Railways,Normal,Normal,None,Normal
N-04-00118,Railways,Normal,Normal,None,Normal
N-04-00119,Railways,Normal,Normal,None,Normal
N-04-00120,Railways,Normal,Normal,None,Normal
N-04-00121,Railways,Normal,Normal,None,Normal
N-04-00122,Railways,Normal,Normal,None,Normal
N-04-00123,Railways,Normal,Normal,None,Normal
N-04-00124,Railways,Normal,Normal,None,Normal
N-04-00125,Railways,Normal,Normal,None,Normal
N-04-00126,Railways,Normal,Normal,None,Normal
N-04-00127,Railways,Normal,Normal,None,Normal
N-04-00128,Railways,Normal,Normal,None,Normal
N-04-00129,Railways,Normal,Normal,None,Normal
N-04-00130,Railways,Normal,Normal,None,Normal
N-04-00131,Railways,Normal,Normal,None,Normal
N-04-00132,Railways,Normal,Normal,None,Normal
N-04-00133,Railways,Normal,Normal,None,Normal
N-04-00134,Railways,Normal,Normal,None,Normal
N-04-00135,Railways,Normal,Normal,None,Normal
N-04-00136,Railways,Normal,Normal,None,Normal
N-04-00137,Railways,Normal,Normal,None,Normal
N-04-00138,Railways,Normal,Normal,None,Normal
N-04-00139,Railways,Normal,Normal,None,Normal
N-04-00140,Railways,Normal,Normal,None,Normal
N-04-00141,Railways,Normal,Normal,None,Normal
N-04-00142,Railways,Normal,Normal,None,Normal
N-04-00143,Railways,Normal,Normal,None,Normal
N-04-00144,Railways,Normal,Normal,None,Normal
N-04-00145,Railways,Normal,Normal,None,Normal
N-04-00146,Railways,Normal,Normal,None,Normal
N-04-00147,Railways,Normal,Normal,None,Normal
N-04-00148,Railways,Normal,Normal,None,Normal
N-04-00149,Railways,Normal,Normal,None,Normal
N-04-00150,Railways,Normal,Normal,None,Normal
N-04-00151,Railways,Normal,Normal,None,Normal
N-04-00152,Railways,Normal,Normal,None,Normal
N-04-00153,Railways,Normal,Normal,None,Normal
N-04-00154,Railways,Normal,Normal,None,Normal
N-04-00155,Railways,Normal,Normal,None,Normal
N-04-00156,Railways,Normal,Normal,None,Normal
N-04-00157,Railways,Normal,Normal,None,Normal
N-04-00158,Railways,Normal,Normal,None,Normal
N-04-00159,Railways,Normal,Normal,None,Normal
N-04-00160,Railways,Normal,Normal,None,Normal
N-04-00161,Railways,Normal,Normal,None,Normal
N-04-00162,Railways,Normal,Normal,None,Normal
N-04-00163,Railways,Normal,Normal,None,Normal
N-04-00164,Railways,Normal,Normal,None,Normal
N-04-00165,Railways,Normal,Normal,None,Normal
N-04-00166,Railways,Normal,Normal,None,Normal
N-04-00167,Railways,Normal,Normal,None,Normal
N-04-00168,Railways,Normal,Normal,None,Normal
N-04-00169,Railways,Normal,Normal,None,Normal
N-04-00170,Railways,Normal,Normal,None,Normal
N-04-00171,Railways,Normal,Normal,None,Normal
N-04-00172,Railways,Normal,Normal,None,Normal
N-04-00173,Railways,Normal,Normal,None,Normal
N-04-00174,Railways,Normal,Normal,None,Normal
N-04-00175,Railways,Normal,Normal,None,Normal
N-04-00176,Railways,Normal,Normal,None,Normal
N-04-00177,Railways,Normal,Normal,None,Normal
N-04-00178,Railways,Normal,Normal,None,Normal
N-04-00179,Railways,Normal,Normal,None,Normal
N-04-00180,Railways,Normal,Normal,None,Normal
N-04-00181,Railways,Normal,Normal,None,Normal
N-04-00182,Railways,Normal,Normal,None,Normal
N-04-00183,Railways,Normal,Normal,None,Normal
N-04-00184,Railways,Normal,Normal,None,Normal
N-04-00185,Railways,Normal,Normal,None,Normal
N-04-00186,Railways,Normal,Normal,None,Normal
N-04-00187,Railways,Normal,Normal,None,Normal
N-04-00188,Railways,Normal,Normal,None,Normal
N-04-00189,Railways,Normal,Normal,None,Normal
N-04-00190,Railways,Normal,Normal,None,Normal
N-04-00191,Railways,Normal,Normal,None,Normal
N-04-00192,Railways,Normal,Normal,None,Normal
N-04-00193,Railways,Normal,Normal,None,Normal
N-04-00194,Railways,Normal,Normal,None,Normal
N-04-00195,Railways,Normal,Normal,None,Normal
N-04-00196,Railways,Normal,Normal,None,Normal
N-04-00197,Railways,Normal,Normal,None,Normal
N-04-00198,Railways,Normal,Normal,None,Normal
N-04-00199,Railways,Normal,Normal,None,Normal
N-04-00200,Railways,Normal,Normal,None,Normal
N-04-00201,Railways,Normal,Normal,None,Normal
N-04-00202,Railways,Normal,Normal,None,Normal
N-04-00203,Railways,Normal,Normal,None,Normal
N-04-00204,Railways,Normal,Normal,None,Normal
N-04-00205,Railways,Normal,Normal,None,Normal
N-04-00206,Railways,Normal,Normal,None,Normal
N-04-00207,Railways,Normal,Normal,None,Normal
N-04-00208,Railways,Normal,Normal,None,Normal
N-04-00209,Railways,Normal,Normal,None,Normal
N-04-00210,Railways,Normal,Normal,None,Normal
N-04-00211,Railways,Normal,Normal,None,Normal
N-04-00212,Railways,Normal,Normal,None,Normal
N-04-00213,Railways,Normal,Normal,None,Normal
N-04-00214,Railways,Normal,Normal,None,Normal
N-04-00215,Railways,Normal,Normal,None,Normal
N-04-00216,Railways,Normal,Normal,None,Normal
N-04-00217,Railways,Normal,Normal,None,Normal
N-04-00218,Railways,Normal,Normal,None,Normal
N-04-00219,Railways,Normal,Normal,None,Normal
N-04-00220,Railways,Normal,Normal,None,Normal
N-04-00221,Railways,Normal,Normal,None,Normal
N-04-00222,Railways,Normal,Normal,None,Normal
N-04-00223,Railways,Normal,Normal,None,Normal
N-04-00224,Railways,Normal,Normal,None,Normal
N-04-00225,Railways,Normal,Normal,None,Normal
N-04-00226,Railways,Normal,Normal,None,Normal
N-04-00227,Railways,Normal,Normal,None,Normal
N-04-00228,Railways,Normal,Normal,None,Normal
N-04-00229,Railways,Normal,Normal,None,Normal
N-04-00230,Railways,Normal,Normal,None,Normal
N-04-00231,Railways,Normal,Normal,None,Normal
N-04-00232,Railways,Normal,Normal,None,Normal
N-04-00233,Railways,Normal,Normal,None,Normal
N-04-00234,Railways,Normal,Normal,None,Normal
N-04-00235,Railways,Normal,Normal,None,Normal
N-04-00236,Railways,Normal,Normal,None,Normal
N-04-00237,Railways,Normal,Normal,None,Normal
N-04-00238,Railways,Normal,Normal,None,Normal
N-04-00239,Railways,Normal,Normal,None,Normal
N-04-00240,Railways,Normal,Normal,None,Normal
N-04-00241,Railways,Normal,Normal,None,Normal
N-04-00242,Railways,Normal,Normal,None,Normal
N-04-00243,Railways,Normal,Normal,None,Normal
N-04-00244,Railways,Normal,Normal,None,Normal
N-04-00245,Railways,Normal,Normal,None,Normal
N-04-00246,Railways,Normal,Normal,None,Normal
N-04-00247,Railways,Normal,Normal,None,Normal
N-04-00248,Railways,Normal,Normal,None,Normal
N-04-00249,Railways,Normal,Normal,None,Normal
N-04-00250,Railways,Normal,Normal,None,Normal
N-04-00251,Railways,Normal,Normal,None,Normal
N-04-00252,Railways,Normal,Normal,None,Normal
N-04-00253,Railways,Normal,Normal,None,Normal
N-04-00254,Railways,Normal,Normal,None,Normal
N-04-00255,Railways,Normal,Normal,None,Normal
N-04-00256,Railways,Normal,Normal,None,Normal
N-04-00257,Railways,Normal,Normal,None,Normal
N-04-00258,Railways,Normal,Normal,None,Normal
N-04-00259,Railways,Normal,Normal,None,Normal
N-04-00260,Railways,Normal,Normal,None,Normal
N-04-00261,Railways,Normal,Normal,None,Normal
N-04-00262,Railways,Normal,Normal,None,Normal
N-04-00263,Railways,Normal,Normal,None,Normal
N-04-00264,Railways,Normal,Normal,None,Normal
N-04-00265,Railways,Normal,Normal,None,Normal
N-04-00266,Railways,Normal,Normal,None,Normal
N-04-00267,Railways,Normal,Normal,None,Normal
N-04-00268,Railways,Normal,Normal,None,Normal
N-04-00269,Railways,Normal,Normal,None,Normal
N-04-00270,Railways,Normal,Normal,None,Normal
N-04-00271,Railways,Normal,Normal,None,Normal
N-04-00272,Railways,Normal,Normal,None,Normal
N-04-00273,Railways,Normal,Normal,None,Normal
N-04-00274,Railways,Normal,Normal,None,Normal
N-04-00275,Railways,Normal,Normal,None,Normal
N-04-00276,Railways,Normal,Normal,None,Normal
N-04-00277,Railways,Normal,Normal,None,Normal
N-04-00278,Railways,Normal,Normal,None,Normal
N-04-00279,Railways,Normal,Normal,None,Normal
N-04-00280,Railways,Normal,Normal,None,Normal
N-04-00281,Railways,Normal,Normal,None,Normal
N-04-00282,Railways,Normal,Normal,None,Normal
N-04-00283,Railways,Normal,Normal,None,Normal
N-04-00284,Railways,Normal,Normal,None,Normal
N-04-00285,Railways,Normal,Normal,None,Normal
N-04-00286,Railways,Normal,Normal,None,Normal
N-04-00287,Railways,Normal,Normal,None,Normal
N-04-00288,Railways,Normal,Normal,None,Normal
N-04-00289,Railways,Normal,Normal,None,Normal
N-04-00290,Railways,Normal,Normal,None,Normal
N-04-00291,Railways,Normal,Normal,None,Normal
N-04-00292,Railways,Normal,Normal,None,Normal
N-04-00293,Railways,Normal,Normal,None,Normal
N-04-00294,Railways,Normal,Normal,None,Normal
N-04-00295,Railways,Normal,Normal,None,Normal
N-04-00296,Railways,Normal,Normal,None,Normal
N-04-00297,Railways,Normal,Normal,None,Normal
N-04-00298,Railways,Normal,Normal,None,Normal
N-04-00299,Railways,Normal,Normal,None,Normal
N-04-00300,Railways,Normal,Normal,None,Normal
N-04-00301,Railways,Normal,Normal,None,Normal
N-04-00302,Railways,Normal,Normal,None,Normal
N-04-00303,Railways,Normal,Normal,None,Normal
N-04-00304,Railways,Normal,Normal,None,Normal
N-04-00305,Railways,Normal,Normal,None,Normal
N-04-00306,Railways,Normal,Normal,None,Normal
N-04-00307,Railways,Normal,Normal,None,Normal
N-04-00308,Railways,Normal,Normal,None,Normal
N-04-00309,Railways,Normal,Normal,None,Normal
N-04-00310,Railways,Normal,Normal,None,Normal
N-04-00311,Railways,Normal,Normal,None,Normal
N-04-00312,Railways,Normal,Normal,None,Normal
N-04-00313,Railways,Normal,Normal,None,Normal
N-04-00314,Railways,Normal,Normal,None,Normal
N-04-00315,Railways,Normal,Normal,None,Normal
N-04-00316,Railways,Normal,Normal,None,Normal
N-04-00317,Railways,Normal,Normal,None,Normal
N-04-00318,Railways,Normal,Normal,None,Normal
N-04-00319,Railways,Normal,Normal,None,Normal
N-04-00320,Railways,Normal,Normal,None,Normal
N-04-00321,Railways,Normal,Normal,None,Normal
N-04-00322,Railways,Normal,Normal,None,Normal
N-04-00323,Railways,Normal,Normal,None,Normal
N-04-00324,Railways,Normal,Normal,None,Normal
N-04-00325,Railways,Normal,Normal,None,Normal
N-04-00326,Railways,Normal,Normal,None,Normal
N-04-00327,Railways,Normal,Normal,None,Normal
N-04-00328,Railways,Normal,Normal,None,Normal
N-04-00329,Railways,Normal,Normal,None,Normal
N-04-00330,Railways,Normal,Normal,None,Normal
N-04-00331,Railways,Normal,Normal,None,Normal
N-04-00332,Railways,Normal,Normal,None,Normal
N-04-00333,Railways,Normal,Normal,None,Normal
N-04-00334,Railways,Normal,Normal,None,Normal
N-04-00335,Railways,Normal,Normal,None,Normal
N-04-00336,Railways,Normal,Normal,None,Normal
N-04-00337,Railways,Normal,Normal,None,Normal
N-04-00338,Railways,Normal,Normal,None,Normal
N-04-00339,Railways,Normal,Normal,None,Normal
N-04-00340,Railways,Normal,Normal,None,Normal
N-04-00341,Railways,Normal,Normal,None,Normal
N-04-00342,Railways,Normal,Normal,None,Normal
N-04-00343,Railways,Normal,Normal,None,Normal
N-04-00344,Railways,Normal,Normal,None,Normal
N-04-00345,Railways,Normal,Normal,None,Normal
N-04-00346,Railways,Normal,Normal,None,Normal
N-04-00347,Railways,Normal,Normal,None,Normal
N-04-00348,Railways,Normal,Normal,None,Normal
N-04-00349,Railways,Normal,Normal,None,Normal
N-04-00350,Railways,Normal,Normal,None,Normal
N-04-00351,Railways,Normal,Normal,None,Normal
N-04-00352,Railways,Normal,Normal,None,Normal
N-04-00353,Railways,Normal,Normal,None,Normal
N-04-00354,Railways,Normal,Normal,None,Normal
N-04-00355,Railways,Normal,Normal,None,Normal
N-04-00356,Railways,Normal,Normal,None,Normal
N-04-00357,Railways,Normal,Normal,None,Normal
N-04-00358,Railways,Normal,Normal,None,Normal
N-04-00359,Railways,Normal,Normal,None,Normal
N-04-00360,Railways,Normal,Normal,None,Normal
N-04-00361,Railways,Normal,Normal,None,Normal
N-04-00362,Railways,Normal,Normal,None,Normal
N-04-00363,Railways,Normal,Normal,None,Normal
N-04-00364,Railways,Normal,Normal,None,Normal
N-04-00365,Railways,Normal,Normal,None,Normal
N-04-00366,Railways,Normal,Normal,None,Normal
N-04-00367,Railways,Normal,Normal,None,Normal
N-04-00368,Railways,Normal,Normal,None,Normal
N-04-00369,Railways,Normal,Normal,None,Normal
N-04-00370,Railways,Normal,Normal,None,Normal
N-04-00371,Railways,Normal,Normal,None,Normal
N-04-00372,Railways,Normal,Normal,None,Normal
N-04-00373,Railways,Normal,Normal,None,Normal
N-04-00374,Railways,Normal,Normal,None,Normal
N-04-00375,Railways,Normal,Normal,None,Normal
N-04-00376,Railways,Normal,Normal,None,Normal
N-04-00377,Railways,Normal,Normal,None,Normal
N-04-00378,Railways,Normal,Normal,None,Normal
N-04-00379,Railways,Normal,Normal,None,Normal
N-04-00380,Railways,Normal,Normal,None,Normal
N-04-00381,Railways,Normal,Normal,None,Normal
N-04-00382,Railways,Normal,Normal,None,Normal
N-04-00383,Railways,Normal,Normal,None,Normal
N-04-00384,Railways,Normal,Normal,None,Normal
N-04-00385,Railways,Normal,Normal,None,Normal
N-04-00386,Railways,Normal,Normal,None,Normal
N-04-00387,Railways,Normal,Normal,None,Normal
N-04-00388,Railways,Normal,Normal,None,Normal
N-04-00389,Railways,Normal,Normal,None,Normal
N-04-00390,Railways,Normal,Normal,None,Normal
N-04-00391,Railways,Normal,Normal,None,Normal
N-04-00392,Railways,Normal,Normal,None,Normal
N-04-00393,Railways,Normal,Normal,None,Normal
N-04-00394,Railways,Normal,Normal,None,Normal
N-04-00395,Railways,Normal,Normal,None,Normal
N-04-00396,Railways,Normal,Normal,None,Normal
N-04-00397,Railways,Normal,Normal,None,Normal
N-04-00398,Railways,Normal,Normal,None,Normal
N-04-00399,Railways,Normal,Normal,None,Normal
N-04-00400,Railways,Normal,Normal,None,Normal
N-04-00401,Railways,Normal,Normal,None,Normal
N-04-00402,Railways,Normal,Normal,None,Normal
N-04-00403,Railways,Normal,Normal,None,Normal
N-04-00404,Railways,Normal,Normal,None,Normal
N-04-00405,Railways,Normal,Normal,None,Normal
N-04-00406,Railways,Normal,Normal,None,Normal
N-04-00407,Railways,Normal,Normal,None,Normal
N-04-00408,Railways,Normal,Normal,None,Normal
N-04-00409,Railways,Normal,Normal,None,Normal
N-04-00410,Railways,Normal,Normal,None,Normal
N-04-00411,Railways,Normal,Normal,None,Normal
N-04-00412,Railways,Normal,Normal,None,Normal
N-04-00413,Railways,Normal,Normal,None,Normal
N-04-00414,Railways,Normal,Normal,None,Normal
N-04-00415,Railways,Normal,Normal,None,Normal
N-04-00416,Railways,Normal,Normal,None,Normal
N-04-00417,Railways,Normal,Normal,None,Normal
N-04-00418,Railways,Normal,Normal,None,Normal
N-04-00419,Railways,Normal,Normal,None,Normal
N-04-00420,Railways,Normal,Normal,None,Normal
N-04-00421,Railways,Normal,Normal,None,Normal
N-04-00422,Railways,Normal,Normal,None,Normal
N-04-00423,Railways,Normal,Normal,None,Normal
N-04-00424,Railways,Normal,Normal,None,Normal
N-04-00425,Railways,Normal,Normal,None,Normal
N-04-00426,Railways,Normal,Normal,None,Normal
N-04-00427,Railways,Normal,Normal,None,Normal
N-04-00428,Railways,Normal,Normal,None,Normal
N-04-00429,Railways,Normal,Normal,None,Normal
N-04-00430,Railways,Normal,Normal,None,Normal
N-04-00431,Railways,Normal,Normal,None,Normal
N-04-00432,Railways,Normal,Normal,None,Normal
N-04-00433,Railways,Normal,Normal,None,Normal
N-04-00434,Railways,Normal,Normal,None,Normal
N-04-00435,Railways,Normal,Normal,None,Normal
N-04-00436,Railways,Normal,Normal,None,Normal
N-04-00437,Railways,Normal,Normal,None,Normal
N-04-00438,Railways,Normal,Normal,None,Normal
N-04-00439,Railways,Normal,Normal,None,Normal
N-04-00440,Railways,Normal,Normal,None,Normal
N-04-00441,Railways,Normal,Normal,None,Normal
N-04-00442,Railways,Normal,Normal,None,Normal
N-04-00443,Railways,Normal,Normal,None,Normal
N-04-00444,Railways,Normal,Normal,None,Normal
