EVENT_ID,TIMESTAMP,SECTOR,DEPARTMENT,SOURCE_ASSET,DESTINATION_ASSET,SOURCE_IP,DESTINATION_IP,SOURCE_PORT,DESTINATION_PORT,PROTOCOL,BYTES_SENT,BYTES_RECEIVED,PACKETS_SENT,PACKETS_RECEIVED,FLOW_DURATION_SEC,CONNECTION_FREQUENCY,UNIQUE_DESTINATIONS,UNIQUE_PORTS,DNS_DOMAIN,DNS_FREQUENCY,DOMAIN_NOVELTY,USER_ID,AUTHENTICATION_TYPE,AUTHENTICATION_RESULT,FAILED_LOGIN_COUNT,PROCESS_NAME,FILE_ACTIVITY,ASSET_TYPE,ASSET_CRITICALITY,ASSET_ZONE,ASSET_OWNER,VULNERABILITY_SCORE,INTERNET_EXPOSURE,PREVIOUS_ATTACK_STAGE,CURRENT_ATTACK_STAGE,NEXT_ATTACK_STAGE,ATTACK_TYPE,MITRE_TECHNIQUE,LABEL,BYTES_PER_SEC,PACKETS_PER_SEC,AUTH_FAILURE_RATE,TRAFFIC_BURST_SCORE,TARGET_NOVELTY_SCORE,CRITICALITY_SCORE,BLAST_RADIUS_PROXY
N-04-00293,2026-01-15T14:40:21,Railways,DEPT-04,S04-DB01,S04-MGMT01,10.2.42.242,10.3.43.199,53,443,TCP,36813,37532,30,225,90.97,5,1,3,monitor.local,1,No,USR-079,Certificate,Success,0,python,6,Critical,Internal,OWNER-04,7.2,No,None,Normal,Normal,Normal,Normal,None,Normal,817.2474442123777,2.8031219083214247,0.0,0.255,4,2.0,8.0
N-04-00294,2026-01-16T03:59:29,Railways,DEPT-04,S04-APP01,S04-CTRL01,10.2.42.58,10.3.43.35,80,80,UDP,6875,43272,28,426,115.67,4,2,3,auth.local,1,No,USR-073,Certificate,Success,2,java,17,High,DMZ,OWNER-04,8.5,Yes,None,Normal,Normal,Normal,Normal,None,Normal,433.5350566266102,3.9249589349010114,0.6666666666666666,0.454,5,2.0,9.0
N-04-00295,2026-01-06T16:04:15,Railways,DEPT-04,S04-CTRL01,S04-VPN01,10.2.42.249,10.3.43.52,80,53,UDP,13600,30314,169,538,7.17,3,5,3,internal.gov.local,3,No,USR-042,Certificate,Success,1,nginx,11,Critical,OT,OWNER-04,7.4,No,None,Normal,Normal,Normal,Normal,None,Normal,6124.686192468619,98.60529986052998,0.5,0.707,8,2.0,12.0
N-04-00296,2026-01-12T10:35:17,Railways,DEPT-04,S04-MGMT01,S04-MON01,10.2.42.105,10.3.43.79,80,80,UDP,13235,7056,21,427,28.84,5,4,1,auth.local,5,Yes,USR-008,SSO,Success,0,python,20,Critical,Internal,OWNER-04,2.6,No,None,Normal,Normal,Normal,Normal,None,Normal,703.5714285714286,15.533980582524272,0.0,0.448,10,2.0,9.0
N-04-00297,2026-01-16T12:50:34,Railways,DEPT-04,S04-GW01,S04-MGMT01,10.2.42.231,10.3.43.250,8080,443,TCP,40867,38410,464,278,53.21,4,2,4,monitor.local,5,No,USR-066,Password,Success,1,svchost,1,High,DMZ,OWNER-04,4.2,Yes,None,Normal,Normal,Normal,Normal,None,Normal,1489.8891185867317,13.944747227964669,0.5,0.742,6,2.0,10.0
N-04-00298,2026-01-20T10:46:00,Railways,DEPT-04,S04-APP01,S04-WS01,10.2.42.52,10.3.43.118,53,443,UDP,39005,14416,302,102,88.51,8,1,3,monitor.local,5,Yes,USR-028,Password,Success,0,python,1,High,DMZ,OWNER-04,8.5,Yes,None,Normal,Normal,Normal,Normal,None,Normal,603.5589198960569,4.564455993673031,0.0,0.404,9,2.0,8.0
N-04-00299,2026-01-18T06:04:04,Railways,DEPT-04,S04-AUTH01,S04-VPN01,10.2.42.60,10.3.43.245,53,80,TCP,21013,48367,250,534,33.95,1,2,2,service.local,2,No,USR-015,Password,Success,2,python,16,Critical,Internal,OWNER-04,4.9,No,None,Normal,Normal,Normal,Normal,None,Normal,2043.5935198821794,23.09278350515464,0.6666666666666666,0.784,4,2.0,8.0
N-04-00300,2026-01-13T23:02:25,Railways,DEPT-04,S04-BKP01,S04-APP01,10.2.42.112,10.3.43.223,443,53,TCP,40553,40636,42,597,38.69,8,2,3,internal.gov.local,4,No,USR-065,Certificate,Success,2,powershell,11,Critical,Internal,OWNER-04,3.3,No,None,Normal,Normal,Normal,Normal,None,Normal,2098.4492116826054,16.515895580253297,0.6666666666666666,0.639,5,2.0,9.0
N-04-00301,2026-01-14T05:24:32,Railways,DEPT-04,S04-DB01,S04-MON01,10.2.42.171,10.3.43.20,443,22,TCP,48027,40718,6,374,26.72,8,3,2,service.local,1,No,USR-007,SSO,Success,2,python,18,Critical,Internal,OWNER-04,7.2,No,None,Normal,Normal,Normal,Normal,None,Normal,3321.2949101796407,14.221556886227546,0.6666666666666666,0.38,5,2.0,9.0
N-04-00302,2026-01-09T09:22:25,Railways,DEPT-04,S04-DB01,S04-MGMT01,10.2.42.93,10.3.43.20,80,5432,TCP,30960,22284,200,467,99.64,6,2,2,monitor.local,2,No,USR-074,Certificate,Success,2,nginx,14,Critical,Internal,OWNER-04,7.2,No,None,Normal,Normal,Normal,Normal,None,Normal,534.3637093536732,6.694098755519872,0.6666666666666666,0.667,4,2.0,8.0
N-04-00303,2026-01-16T04:48:45,Railways,DEPT-04,S04-VPN01,S04-GW01,10.2.42.232,10.3.43.48,53,443,UDP,12390,18424,233,242,57.86,3,2,4,service.local,5,Yes,USR-015,SSO,Success,0,svchost,17,High,DMZ,OWNER-04,5.0,Yes,None,Normal,Normal,Normal,Normal,None,Normal,532.561354994815,8.20947113722779,0.0,0.475,11,2.0,10.0
N-04-00304,2026-01-18T13:17:35,Railways,DEPT-04,S04-APP01,S04-WS01,10.2.42.215,10.3.43.50,22,5432,TCP,32456,66640,50,31,93.41,3,3,3,internal.gov.local,2,No,USR-059,Certificate,Success,2,java,11,High,DMZ,OWNER-04,8.5,Yes,None,Normal,Normal,Normal,Normal,None,Normal,1060.8714270420726,0.8671448453056418,0.6666666666666666,0.081,6,2.0,10.0
N-04-00305,2026-01-02T23:02:48,Railways,DEPT-04,S04-WS01,S04-AUTH01,10.2.42.31,10.3.43.241,80,22,UDP,40720,51965,48,319,115.42,5,1,1,auth.local,4,Yes,USR-078,Certificate,Success,1,java,2,Medium,Internal,OWNER-04,9.3,No,None,Normal,Normal,Normal,Normal,None,Normal,803.0237393865881,3.1796915612545487,0.5,0.367,7,2.0,6.0
N-04-00306,2026-01-05T00:51:31,Railways,DEPT-04,S04-MGMT01,S04-AUTH01,10.2.42.183,10.3.43.247,8080,443,TCP,1051,61317,158,447,42.19,1,4,3,service.local,1,No,USR-001,Password,Success,1,python,12,Critical,Internal,OWNER-04,2.6,No,None,Normal,Normal,Normal,Normal,None,Normal,1478.2649917041954,14.339890969424035,0.5,0.605,7,2.0,11.0
N-04-00307,2026-01-05T15:03:10,Railways,DEPT-04,S04-MGMT01,S04-AUTH01,10.2.42.14,10.3.43.79,80,443,UDP,10667,19613,455,287,55.84,1,3,2,auth.local,5,No,USR-007,Password,Success,0,svchost,15,Critical,Internal,OWNER-04,2.6,No,None,Normal,Normal,Normal,Normal,None,Normal,542.2636103151863,13.287965616045845,0.0,0.742,5,2.0,9.0
N-04-00308,2026-01-08T23:36:01,Railways,DEPT-04,S04-AUTH01,S04-MGMT01,10.2.42.145,10.3.43.159,80,80,TCP,1641,69391,164,565,81.6,8,3,2,internal.gov.local,5,No,USR-021,SSO,Success,2,powershell,8,Critical,Internal,OWNER-04,4.9,No,None,Normal,Normal,Normal,Normal,None,Normal,870.4901960784314,8.933823529411764,0.6666666666666666,0.729,5,2.0,9.0
N-04-00309,2026-01-06T07:59:06,Railways,DEPT-04,S04-BKP01,S04-WS01,10.2.42.7,10.3.43.34,8080,443,TCP,1967,64343,225,351,110.22,4,3,4,internal.gov.local,4,Yes,USR-018,Password,Success,2,python,5,Critical,Internal,OWNER-04,3.3,No,None,Normal,Normal,Normal,Normal,None,Normal,601.6149519143531,5.22591181273816,0.6666666666666666,0.576,12,2.0,11.0
N-04-00310,2026-01-15T08:26:12,Railways,DEPT-04,S04-MON01,S04-VPN01,10.2.42.66,10.3.43.144,80,80,UDP,34255,2361,254,273,16.96,1,1,4,auth.local,1,No,USR-060,SSO,Success,1,powershell,14,High,Internal,OWNER-04,3.9,No,None,Normal,Normal,Normal,Normal,None,Normal,2158.962264150943,31.07311320754717,0.5,0.527,5,2.0,9.0
N-04-00311,2026-01-06T08:23:41,Railways,DEPT-04,S04-MGMT01,S04-GW01,10.2.42.21,10.3.43.109,8080,443,UDP,30197,25271,220,440,37.39,1,5,4,internal.gov.local,1,No,USR-004,Password,Success,0,python,0,Critical,Internal,OWNER-04,2.6,No,None,Normal,Normal,Normal,Normal,None,Normal,1483.4982615672639,17.651778550414548,0.0,0.66,9,2.0,13.0
N-04-00312,2026-01-17T07:24:38,Railways,DEPT-04,S04-VPN01,S04-APP01,10.2.42.119,10.3.43.188,443,22,UDP,26802,44593,494,342,35.69,5,1,3,internal.gov.local,2,Yes,USR-021,Password,Success,2,java,0,High,DMZ,OWNER-04,5.0,Yes,None,Normal,Normal,Normal,Normal,None,Normal,2000.4202857943403,23.423928271224433,0.6666666666666666,0.836,9,2.0,8.0
N-04-00313,2026-01-13T23:16:50,Railways,DEPT-04,S04-WS01,S04-APP01,10.2.42.6,10.3.43.135,22,5432,TCP,38614,53641,10,293,50.44,1,5,4,service.local,5,No,USR-029,Password,Success,0,nginx,11,Medium,Internal,OWNER-04,9.3,No,None,Normal,Normal,Normal,Normal,None,Normal,1829.0047581284696,6.007137192704203,0.0,0.303,9,2.0,13.0
N-04-00314,2026-01-19T07:01:18,Railways,DEPT-04,S04-BKP01,S04-DB01,10.2.42.230,10.3.43.52,8080,53,UDP,33217,18895,323,360,15.49,4,5,1,auth.local,3,Yes,USR-040,Password,Success,2,java,20,Critical,Internal,OWNER-04,3.3,No,None,Normal,Normal,Normal,Normal,None,Normal,3364.234990316333,44.092963202065846,0.6666666666666666,0.683,11,2.0,10.0
N-04-00315,2026-01-08T17:42:51,Railways,DEPT-04,S04-CTRL01,S04-MGMT01,10.2.42.116,10.3.43.92,22,80,TCP,23945,4293,225,354,83.4,5,1,2,internal.gov.local,4,No,USR-033,Password,Success,0,python,15,Critical,OT,OWNER-04,7.4,No,None,Normal,Normal,Normal,Normal,None,Normal,338.5851318944844,6.942446043165467,0.0,0.579,3,2.0,7.0
N-04-00316,2026-01-17T00:53:49,Railways,DEPT-04,S04-CTRL01,S04-AUTH01,10.2.42.2,10.3.43.49,80,80,TCP,9669,30994,349,465,107.13,1,2,2,service.local,5,Yes,USR-008,Certificate,Success,0,svchost,0,Critical,OT,OWNER-04,7.4,No,None,Normal,Normal,Normal,Normal,None,Normal,379.56688135909644,7.598245122748064,0.0,0.814,9,2.0,8.0
N-04-00317,2026-01-04T11:52:03,Railways,DEPT-04,S04-GW01,S04-BKP01,10.2.42.110,10.3.43.218,443,443,UDP,7359,3368,416,397,91.35,8,4,4,auth.local,2,No,USR-032,Certificate,Success,1,java,20,High,DMZ,OWNER-04,4.2,Yes,None,Normal,Normal,Normal,Normal,None,Normal,117.42747673782158,8.89983579638752,0.5,0.813,8,2.0,12.0
N-04-00318,2026-01-06T00:15:59,Railways,DEPT-04,S04-MON01,S04-VPN01,10.2.42.105,10.3.43.189,22,80,TCP,29182,44060,366,484,19.34,3,5,1,auth.local,2,Yes,USR-078,Password,Success,1,powershell,5,High,Internal,OWNER-04,3.9,No,None,Normal,Normal,Normal,Normal,None,Normal,3787.073422957601,43.95036194415719,0.5,0.85,11,2.0,10.0
N-04-00319,2026-01-02T12:57:48,Railways,DEPT-04,S04-DB01,S04-CTRL01,10.2.42.245,10.3.43.168,8080,53,TCP,38296,11030,269,56,68.85,2,4,3,auth.local,3,No,USR-058,SSO,Success,2,java,15,Critical,Internal,OWNER-04,7.2,No,None,Normal,Normal,Normal,Normal,None,Normal,716.4270152505447,4.720406681190996,0.6666666666666666,0.325,7,2.0,11.0
N-04-00320,2026-01-07T01:16:59,Railways,DEPT-04,S04-GW01,S04-APP01,10.2.42.30,10.3.43.236,443,80,TCP,14566,50874,397,165,67.42,5,1,1,monitor.local,5,No,USR-063,SSO,Success,2,nginx,7,High,DMZ,OWNER-04,4.2,Yes,None,Normal,Normal,Normal,Normal,None,Normal,970.6318599822011,8.335805398991397,0.6666666666666666,0.562,2,2.0,6.0
N-04-00321,2026-01-16T18:10:46,Railways,DEPT-04,S04-VPN01,S04-DB01,10.2.42.20,10.3.43.173,80,53,UDP,38336,2908,414,251,51.88,6,4,1,monitor.local,5,Yes,USR-019,Certificate,Success,2,java,2,High,DMZ,OWNER-04,5.0,Yes,None,Normal,Normal,Normal,Normal,None,Normal,794.988434849653,12.818041634541249,0.6666666666666666,0.665,10,2.0,9.0
N-04-00322,2026-01-03T01:10:02,Railways,DEPT-04,S04-CTRL01,S04-GW01,10.2.42.235,10.3.43.23,8080,22,UDP,17996,1678,193,498,90.46,5,5,4,internal.gov.local,2,No,USR-064,Password,Success,1,powershell,15,Critical,OT,OWNER-04,7.4,No,None,Normal,Normal,Normal,Normal,None,Normal,217.48839265973913,7.638735352642052,0.5,0.691,9,2.0,13.0
N-04-00323,2026-01-19T10:47:53,Railways,DEPT-04,S04-WS01,S04-GW01,10.2.42.199,10.3.43.123,8080,80,TCP,9542,69132,191,209,28.24,8,2,4,service.local,2,No,USR-043,SSO,Success,1,java,1,Medium,Internal,OWNER-04,9.3,No,None,Normal,Normal,Normal,Normal,None,Normal,2785.9065155807366,14.164305949008499,0.5,0.4,6,2.0,10.0
N-04-00324,2026-01-10T02:44:58,Railways,DEPT-04,S04-MON01,S04-AUTH01,10.2.42.106,10.3.43.211,8080,80,TCP,35139,48106,411,514,92.89,3,1,4,service.local,3,No,USR-077,SSO,Success,1,java,18,High,Internal,OWNER-04,3.9,No,None,Normal,Normal,Normal,Normal,None,Normal,896.1675099580149,9.958014856281624,0.5,0.925,5,2.0,9.0
N-04-00325,2026-01-12T12:41:18,Railways,DEPT-04,S04-WS01,S04-CTRL01,10.2.42.49,10.3.43.36,22,80,UDP,38571,7719,304,207,95.86,3,4,2,monitor.local,2,No,USR-033,SSO,Success,2,java,0,Medium,Internal,OWNER-04,9.3,No,None,Normal,Normal,Normal,Normal,None,Normal,482.8917170874192,5.330690590444398,0.6666666666666666,0.511,6,2.0,10.0
N-04-00326,2026-01-01T17:56:54,Railways,DEPT-04,S04-WS01,S04-APP01,10.2.42.96,10.3.43.80,22,5432,UDP,912,9397,306,232,76.47,8,2,4,monitor.local,3,Yes,USR-052,Certificate,Success,2,nginx,15,Medium,Internal,OWNER-04,9.3,No,None,Normal,Normal,Normal,Normal,None,Normal,134.81103700797698,7.035438734144109,0.6666666666666666,0.538,11,2.0,10.0
N-04-00327,2026-01-09T00:50:44,Railways,DEPT-04,S04-DB01,S04-MGMT01,10.2.42.178,10.3.43.192,53,443,TCP,30616,13901,236,527,2.76,6,3,1,service.local,4,No,USR-061,Password,Success,0,java,2,Critical,Internal,OWNER-04,7.2,No,None,Normal,Normal,Normal,Normal,None,Normal,16129.347826086958,276.4492753623189,0.0,0.763,4,2.0,8.0
N-04-00328,2026-01-16T19:51:18,Railways,DEPT-04,S04-WS01,S04-MON01,10.2.42.204,10.3.43.41,443,80,TCP,29428,51912,185,501,68.88,7,4,3,internal.gov.local,2,No,USR-030,SSO,Success,2,powershell,14,Medium,Internal,OWNER-04,9.3,No,None,Normal,Normal,Normal,Normal,None,Normal,1180.8943089430895,9.959349593495936,0.6666666666666666,0.686,7,2.0,11.0
N-04-00329,2026-01-18T07:51:10,Railways,DEPT-04,S04-MON01,S04-BKP01,10.2.42.61,10.3.43.103,8080,53,UDP,44316,32677,230,564,108.18,7,1,2,internal.gov.local,3,No,USR-080,SSO,Success,1,svchost,15,High,Internal,OWNER-04,3.9,No,None,Normal,Normal,Normal,Normal,None,Normal,711.7119615455722,7.3396191532630795,0.5,0.794,3,2.0,7.0
N-04-00330,2026-01-07T01:55:39,Railways,DEPT-04,S04-WS01,S04-GW01,10.2.42.91,10.3.43.236,443,53,TCP,23069,11351,385,129,10.51,6,4,3,service.local,5,No,USR-059,Certificate,Success,2,nginx,20,Medium,Internal,OWNER-04,9.3,No,None,Normal,Normal,Normal,Normal,None,Normal,3274.9762131303523,48.9058039961941,0.6666666666666666,0.514,7,2.0,11.0
N-04-00331,2026-01-04T14:31:16,Railways,DEPT-04,S04-DB01,S04-MON01,10.2.42.176,10.3.43.142,443,22,UDP,31744,61749,472,226,108.16,4,5,3,internal.gov.local,2,Yes,USR-072,SSO,Success,2,java,12,Critical,Internal,OWNER-04,7.2,No,None,Normal,Normal,Normal,Normal,None,Normal,864.3953402366864,6.453402366863905,0.6666666666666666,0.698,13,2.0,12.0
N-04-00332,2026-01-07T08:18:58,Railways,DEPT-04,S04-DB01,S04-APP01,10.2.42.24,10.3.43.60,22,443,TCP,45370,59278,270,322,9.86,2,2,1,internal.gov.local,1,No,USR-050,SSO,Success,1,java,13,Critical,Internal,OWNER-04,7.2,No,None,Normal,Normal,Normal,Normal,None,Normal,10613.387423935092,60.040567951318465,0.5,0.592,3,2.0,7.0
N-04-00333,2026-01-05T07:31:43,Railways,DEPT-04,S04-VPN01,S04-MGMT01,10.2.42.62,10.3.43.118,22,53,UDP,8197,15351,173,352,63.82,5,5,4,service.local,5,No,USR-002,Password,Success,2,nginx,2,High,DMZ,OWNER-04,5.0,Yes,None,Normal,Normal,Normal,Normal,None,Normal,368.9752428705735,8.226261360075211,0.6666666666666666,0.525,9,2.0,13.0
N-04-00334,2026-01-20T14:57:09,Railways,DEPT-04,S04-GW01,S04-BKP01,10.2.42.25,10.3.43.44,22,443,UDP,27929,54251,248,537,45.44,2,5,4,monitor.local,3,No,USR-026,Password,Success,2,java,14,High,DMZ,OWNER-04,4.2,Yes,None,Normal,Normal,Normal,Normal,None,Normal,1808.5387323943662,17.275528169014084,0.6666666666666666,0.785,9,2.0,13.0
N-04-00335,2026-01-04T03:04:02,Railways,DEPT-04,S04-DB01,S04-WS01,10.2.42.208,10.3.43.114,22,53,UDP,1846,25511,46,42,56.41,8,2,3,service.local,2,Yes,USR-034,Password,Success,1,powershell,2,Critical,Internal,OWNER-04,7.2,No,None,Normal,Normal,Normal,Normal,None,Normal,484.96720439638364,1.5600070909413226,0.5,0.088,10,2.0,9.0
N-04-00336,2026-01-19T07:53:48,Railways,DEPT-04,S04-AUTH01,S04-VPN01,10.2.42.96,10.3.43.124,8080,5432,TCP,11694,60175,387,145,6.95,4,3,2,auth.local,1,No,USR-001,Certificate,Success,2,svchost,11,Critical,Internal,OWNER-04,4.9,No,None,Normal,Normal,Normal,Normal,None,Normal,10340.863309352519,76.54676258992805,0.6666666666666666,0.532,5,2.0,9.0
N-04-00337,2026-01-18T07:58:25,Railways,DEPT-04,S04-MGMT01,S04-WS01,10.2.42.129,10.3.43.224,443,443,UDP,31305,46572,351,562,55.2,2,2,1,monitor.local,1,No,USR-036,Password,Success,0,svchost,6,Critical,Internal,OWNER-04,2.6,No,None,Normal,Normal,Normal,Normal,None,Normal,1410.8152173913043,16.539855072463766,0.0,0.913,3,2.0,7.0
N-04-00338,2026-01-03T00:21:02,Railways,DEPT-04,S04-VPN01,S04-BKP01,10.2.42.25,10.3.43.4,8080,80,TCP,6970,48890,101,353,90.32,3,4,1,internal.gov.local,3,Yes,USR-005,Certificate,Success,2,svchost,6,High,DMZ,OWNER-04,5.0,Yes,None,Normal,Normal,Normal,Normal,None,Normal,618.4676705048716,5.026572187776794,0.6666666666666666,0.454,10,2.0,9.0
N-04-00339,2026-01-03T06:43:38,Railways,DEPT-04,S04-VPN01,S04-WS01,10.2.42.247,10.3.43.100,80,5432,UDP,7141,34483,136,451,33.86,1,3,4,service.local,2,No,USR-009,Certificate,Success,0,python,10,High,DMZ,OWNER-04,5.0,Yes,None,Normal,Normal,Normal,Normal,None,Normal,1229.2971057294744,17.336089781453044,0.0,0.587,7,2.0,11.0
N-04-00340,2026-01-17T08:38:34,Railways,DEPT-04,S04-MON01,S04-BKP01,10.2.42.229,10.3.43.230,22,80,TCP,12627,43088,194,131,83.94,2,5,3,internal.gov.local,4,Yes,USR-031,Password,Success,2,python,5,High,Internal,OWNER-04,3.9,No,None,Normal,Normal,Normal,Normal,None,Normal,663.7479151775077,3.871813199904694,0.6666666666666666,0.325,13,2.0,12.0
N-04-00341,2026-01-09T23:32:39,Railways,DEPT-04,S04-MON01,S04-CTRL01,10.2.42.198,10.3.43.145,22,53,UDP,47558,50577,455,467,84.26,8,5,3,monitor.local,5,No,USR-067,SSO,Success,2,python,13,High,Internal,OWNER-04,3.9,No,None,Normal,Normal,Normal,Normal,None,Normal,1164.6688820318063,10.942321386185615,0.6666666666666666,0.922,8,2.0,12.0
N-04-00342,2026-01-04T14:07:07,Railways,DEPT-04,S04-BKP01,S04-MGMT01,10.2.42.241,10.3.43.99,80,22,UDP,36407,49825,385,277,119.93,1,1,1,auth.local,1,No,USR-065,SSO,Success,0,svchost,9,Critical,Internal,OWNER-04,3.3,No,None,Normal,Normal,Normal,Normal,None,Normal,719.0194279996664,5.519886600516968,0.0,0.662,2,2.0,6.0
N-04-00343,2026-01-04T21:43:09,Railways,DEPT-04,S04-APP01,S04-GW01,10.2.42.209,10.3.43.228,443,22,TCP,21307,42548,327,489,92.64,1,5,2,auth.local,2,Yes,USR-023,Certificate,Success,1,java,17,High,DMZ,OWNER-04,8.5,Yes,None,Normal,Normal,Normal,Normal,None,Normal,689.2810880829015,8.808290155440414,0.5,0.816,12,2.0,11.0
N-04-00344,2026-01-10T08:30:52,Railways,DEPT-04,S04-AUTH01,S04-VPN01,10.2.42.6,10.3.43.113,53,443,UDP,9718,48193,4,84,105.01,8,5,2,monitor.local,1,No,USR-080,Certificate,Success,2,nginx,19,Critical,Internal,OWNER-04,4.9,No,None,Normal,Normal,Normal,Normal,None,Normal,551.4808113512998,0.8380154271021807,0.6666666666666666,0.088,7,2.0,11.0
N-04-00345,2026-01-17T07:56:03,Railways,DEPT-04,S04-MGMT01,S04-MON01,10.2.42.203,10.3.43.98,8080,5432,TCP,47697,23884,127,143,88.27,7,4,2,monitor.local,3,No,USR-007,Password,Success,2,svchost,6,Critical,Internal,OWNER-04,2.6,No,None,Normal,Normal,Normal,Normal,None,Normal,810.9323666024698,3.058796873229863,0.6666666666666666,0.27,6,2.0,10.0
N-04-00346,2026-01-03T09:01:49,Railways,DEPT-04,S04-APP01,S04-AUTH01,10.2.42.45,10.3.43.7,80,53,TCP,11855,15083,203,249,114.55,8,3,1,service.local,5,No,USR-058,Password,Success,0,powershell,0,High,DMZ,OWNER-04,8.5,Yes,None,Normal,Normal,Normal,Normal,None,Normal,235.16368398079442,3.945875163683981,0.0,0.452,4,2.0,8.0
N-04-00347,2026-01-13T14:23:25,Railways,DEPT-04,S04-CTRL01,S04-MGMT01,10.2.42.64,10.3.43.83,22,53,TCP,16557,18465,198,441,16.78,3,5,4,monitor.local,2,No,USR-058,SSO,Success,0,svchost,13,Critical,OT,OWNER-04,7.4,No,None,Normal,Normal,Normal,Normal,None,Normal,2087.1275327771154,38.08104886769964,0.0,0.639,9,2.0,13.0
N-04-00348,2026-01-12T18:02:59,Railways,DEPT-04,S04-DB01,S04-WS01,10.2.42.162,10.3.43.161,443,80,TCP,34786,3739,6,191,98.92,8,1,4,internal.gov.local,5,No,USR-010,SSO,Success,0,svchost,7,Critical,Internal,OWNER-04,7.2,No,None,Normal,Normal,Normal,Normal,None,Normal,389.4561261625556,1.9915082895268903,0.0,0.197,5,2.0,9.0
N-04-00349,2026-01-03T21:28:10,Railways,DEPT-04,S04-DB01,S04-MON01,10.2.42.61,10.3.43.152,80,80,TCP,36112,33875,177,288,80.16,8,3,1,auth.local,2,No,USR-068,Certificate,Success,1,python,18,Critical,Internal,OWNER-04,7.2,No,None,Normal,Normal,Normal,Normal,None,Normal,873.0913173652694,5.800898203592815,0.5,0.465,4,2.0,8.0
N-04-00350,2026-01-09T06:05:01,Railways,DEPT-04,S04-MON01,S04-AUTH01,10.2.42.248,10.3.43.204,53,53,TCP,14922,18774,70,227,54.11,1,5,1,service.local,1,No,USR-040,SSO,Success,1,powershell,7,High,Internal,OWNER-04,3.9,No,None,Normal,Normal,Normal,Normal,None,Normal,622.7314729255221,5.488819072260211,0.5,0.297,6,2.0,10.0
N-04-00351,2026-01-17T07:39:05,Railways,DEPT-04,S04-CTRL01,S04-GW01,10.2.42.86,10.3.43.175,80,80,UDP,36933,29619,431,195,83.09,7,3,1,internal.gov.local,1,No,USR-068,Password,Success,2,powershell,20,Critical,OT,OWNER-04,7.4,No,None,Normal,Normal,Normal,Normal,None,Normal,800.9628114093151,7.533999277891443,0.6666666666666666,0.626,4,2.0,8.0
N-04-00352,2026-01-15T19:35:24,Railways,DEPT-04,S04-VPN01,S04-DB01,10.2.42.78,10.3.43.87,8080,443,TCP,44467,7041,393,60,46.56,2,2,3,monitor.local,5,No,USR-049,Certificate,Success,0,svchost,11,High,DMZ,OWNER-04,5.0,Yes,None,Normal,Normal,Normal,Normal,None,Normal,1106.2714776632301,9.72938144329897,0.0,0.453,5,2.0,9.0
N-04-00353,2026-01-04T15:02:07,Railways,DEPT-04,S04-BKP01,S04-APP01,10.2.42.174,10.3.43.235,53,22,UDP,9290,54280,250,186,25.5,1,4,4,monitor.local,2,Yes,USR-044,Certificate,Success,0,python,13,Critical,Internal,OWNER-04,3.3,No,None,Normal,Normal,Normal,Normal,None,Normal,2492.9411764705883,17.098039215686274,0.0,0.436,13,2.0,12.0
N-04-00354,2026-01-14T21:03:44,Railways,DEPT-04,S04-BKP01,S04-CTRL01,10.2.42.126,10.3.43.183,443,53,TCP,47953,39463,333,130,12.36,1,5,2,internal.gov.local,4,No,USR-026,Certificate,Success,1,python,18,Critical,Internal,OWNER-04,3.3,No,None,Normal,Normal,Normal,Normal,None,Normal,7072.491909385114,37.45954692556634,0.5,0.463,7,2.0,11.0
N-04-00355,2026-01-17T14:19:19,Railways,DEPT-04,S04-MGMT01,S04-DB01,10.2.42.36,10.3.43.176,443,22,UDP,26819,66067,13,469,26.98,6,2,4,monitor.local,3,Yes,USR-046,Password,Success,2,python,0,Critical,Internal,OWNER-04,2.6,No,None,Normal,Normal,Normal,Normal,None,Normal,3442.772424017791,17.865085248332097,0.6666666666666666,0.482,11,2.0,10.0
N-04-00356,2026-01-16T03:01:59,Railways,DEPT-04,S04-MGMT01,S04-DB01,10.2.42.11,10.3.43.206,80,53,TCP,789,2364,458,277,75.27,1,3,1,internal.gov.local,1,No,USR-073,Certificate,Success,2,powershell,0,Critical,Internal,OWNER-04,2.6,No,None,Normal,Normal,Normal,Normal,None,Normal,41.88919888401754,9.76484655241132,0.6666666666666666,0.735,4,2.0,8.0
N-04-00357,2026-01-18T07:25:30,Railways,DEPT-04,S04-GW01,S04-CTRL01,10.2.42.45,10.3.43.103,22,53,TCP,29670,13541,215,468,42.19,3,1,3,service.local,3,No,USR-011,SSO,Success,1,java,7,High,DMZ,OWNER-04,4.2,Yes,None,Normal,Normal,Normal,Normal,None,Normal,1024.2000474045983,16.1886703010192,0.5,0.683,4,2.0,8.0
N-04-00358,2026-01-07T05:56:11,Railways,DEPT-04,S04-CTRL01,S04-MON01,10.2.42.66,10.3.43.205,53,22,TCP,42802,42843,278,100,74.95,6,5,4,auth.local,4,No,USR-012,Certificate,Success,2,powershell,13,Critical,OT,OWNER-04,7.4,No,None,Normal,Normal,Normal,Normal,None,Normal,1142.6951300867245,5.0433622414943295,0.6666666666666666,0.378,9,2.0,13.0
